date,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulative_aqi,temp_high,temp_low,temp_avg,month,weekday
4/29/2018,0.2,2,30,28,0.042,39,9,8,,,0,0,39,52,30,41,4,6
4/30/2018,0.4,5,54,51,0.05,46,45,42,10,42,25,36,51,69,34,51.5,4,0
5/1/2018,0.9,10,48,45,0.056,54,65,56,12.1,51,30,43,56,82,53,67.5,5,1
5/2/2018,0.5,6,9,8,0.05,46,53,49,,,0,0,49,84,63,73.5,5,2
5/3/2018,0.4,5,23,22,0.036,33,17,16,,,0,0,33,77,64,70.5,5,3
5/4/2018,0.4,5,11,10,0.046,43,22,20,,,0,0,43,83,56,69.5,5,4
5/5/2018,0.6,7,28,26,0.049,45,30,28,8.1,34,13,19,45,75,49,62,5,5
5/6/2018,0.4,5,15,14,0.052,48,23,21,7.2,30,7,10,48,76,53,64.5,5,6
5/7/2018,0.3,3,24,23,0.034,31,14,13,4.1,17,0,0,31,62,47,54.5,5,0
5/8/2018,0.4,5,40,38,0.038,35,26,24,4.1,17,0,0,38,71,43,57,5,1
5/9/2018,0.4,5,40,38,0.05,46,91,69,12.3,51,9,13,69,83,52,67.5,5,2
5/10/2018,0.2,2,12,11,0.047,44,20,19,5.2,22,0,0,44,75,53,64,5,3
5/11/2018,0.3,3,15,14,0.035,32,12,11,0.9,4,0,0,32,57,46,51.5,5,4
5/12/2018,0.2,2,12,11,0.023,21,11,10,,,0,0,21,59,48,53.5,5,5
5/13/2018,0.3,3,32,30,0.029,27,11,10,,,2,3,30,66,47,56.5,5,6
5/14/2018,0.7,8,33,31,0.032,30,41,38,14.8,57,20,29,57,78,52,65,5,0
5/15/2018,0.4,5,21,20,0.042,39,22,20,4.2,18,4,6,39,77,58,67.5,5,1
5/16/2018,0.4,5,38,36,0.04,37,24,22,5.8,24,0,0,37,72,55,63.5,5,2
5/17/2018,0.4,5,28,26,0.058,61,29,27,12.3,51,2,3,61,76,54,65,5,3
5/18/2018,0.4,5,25,24,0.041,38,33,31,7,29,1,1,38,77,56,66.5,5,4
5/19/2018,0.2,2,8,8,0.035,32,17,16,,,3,4,32,81,64,72.5,5,5
5/20/2018,0.2,2,8,8,0.033,31,7,6,,,0,0,31,68,56,62,5,6
5/21/2018,0.3,3,21,20,0.029,27,22,20,5.8,24,1,1,27,71,52,61.5,5,0
5/22/2018,0.5,6,,,0.036,33,20,19,9.9,41,2,3,41,79,59,69,5,1
5/23/2018,0.3,3,44,42,0.046,43,18,17,2.8,12,1,1,43,76,54,65,5,2
5/24/2018,1,11,57,54,0.054,50,47,44,15.4,58,58,79,79,80,52,66,5,3
5/25/2018,0.6,7,51,48,0.06,67,68,57,17.4,62,40,56,67,85,54,69.5,5,4
5/26/2018,0.6,7,42,40,0.054,50,51,47,16.3,60,18,26,60,83,62,72.5,5,5
5/27/2018,0.4,5,19,18,0.056,54,31,29,8,33,38,54,54,87,66,76.5,5,6
5/28/2018,0.5,6,29,27,0.064,80,35,32,10.4,43,10,14,80,93,70,81.5,5,0
5/29/2018,0.7,8,38,36,0.054,50,62,54,14.8,57,12,17,57,91,68,79.5,5,1
5/30/2018,0.2,2,16,15,0.029,27,53,49,7.4,31,2,3,49,86,73,79.5,5,2
5/31/2018,0.4,5,20,19,0.048,44,37,34,,,3,4,44,87,73,80,5,3
6/1/2018,0.4,5,21,20,0.049,45,22,20,7,29,1,1,45,80,63,71.5,6,4
6/2/2018,0.3,3,11,10,0.023,21,14,13,,,0,0,21,71,60,65.5,6,5
6/3/2018,0.4,5,20,19,0.039,36,24,22,11.1,46,4,6,46,81,56,68.5,6,6
6/4/2018,0.2,2,12,11,0.039,36,12,11,,,0,0,36,72,59,65.5,6,0
6/5/2018,0.2,2,19,18,0.034,31,15,14,2.6,11,0,0,31,68,54,61,6,1
6/6/2018,0.2,2,27,25,0.028,26,17,16,,,9,13,26,66,52,59,6,2
6/7/2018,0.4,5,27,25,0.051,47,64,55,11.1,46,18,26,55,80,54,67,6,3
6/8/2018,0.4,5,33,31,0.054,50,51,47,11.7,49,12,17,50,83,62,72.5,6,4
6/9/2018,0.3,3,25,24,0.045,42,32,30,9.8,41,5,7,42,79,66,72.5,6,5
6/10/2018,0.3,3,7,7,0.022,20,11,10,5.3,22,0,0,22,73,65,69,6,6
6/11/2018,0.3,3,15,14,0.029,27,12,11,,,0,0,27,72,62,67,6,0
6/12/2018,0.3,3,14,13,0.032,30,40,37,5,21,2,3,37,78,60,69,6,1
6/13/2018,0.2,2,11,10,0.05,46,21,19,,,2,3,46,86,67,76.5,6,2
6/14/2018,0.3,3,24,23,0.051,47,23,21,,,1,1,47,82,56,69,6,3
6/15/2018,0.5,6,41,39,0.037,34,42,39,7.8,33,13,19,39,79,57,68,6,4
6/16/2018,0.5,6,32,30,0.065,84,39,36,11.2,47,7,10,84,86,65,75.5,6,5
6/17/2018,0.7,8,31,29,0.056,54,47,44,16.9,61,19,27,61,94,65,79.5,6,6
6/18/2018,0.3,3,16,15,0.053,49,40,37,10.8,45,1,1,49,94,75,84.5,6,0
6/19/2018,0.3,3,12,11,0.027,25,11,10,,,0,0,25,78,69,73.5,6,1
6/20/2018,0.3,3,23,22,0.037,34,17,16,,,1,1,34,74,65,69.5,6,2
6/21/2018,0.3,3,,,0.036,33,22,20,6.2,26,1,1,33,79,59,69,6,3
6/22/2018,0.2,2,9,8,0.031,29,17,16,,,0,0,29,74,67,70.5,6,4
6/23/2018,0.2,2,11,10,0.037,34,12,11,,,0,0,34,81,67,74,6,5
6/24/2018,0.2,2,7,7,0.044,41,9,8,,,1,1,41,80,66,73,6,6
6/25/2018,0.2,2,,,0.033,31,11,10,,,0,0,31,75,61,68,6,0
6/26/2018,0.4,5,,,0.044,41,46,43,7.1,30,4,6,43,84,57,70.5,6,1
6/27/2018,0.4,5,17,16,0.037,34,16,15,,,2,3,34,81,68,74.5,6,2
6/28/2018,0.4,5,43,41,0.048,44,19,18,,,16,23,44,81,69,75,6,3
6/29/2018,0.6,7,31,29,0.059,64,49,45,14.3,56,10,14,64,90,65,77.5,6,4
6/30/2018,0.4,5,19,18,0.057,58,35,32,,,5,7,58,92,74,83,6,5
7/1/2018,0.4,5,17,16,0.048,44,36,33,,,10,14,44,94,70,82,7,6
7/2/2018,0.2,2,11,10,0.052,48,29,27,,,,,48,92,76,84,7,0
7/3/2018,0.4,5,24,23,,,33,31,,,3,4,31,89,73,81,7,1
7/4/2018,0.4,5,20,19,,,32,30,15.1,57,,,57,92,73,82.5,7,2
7/5/2018,0.6,7,19,18,,,39,36,10.1,42,,,42,89,73,81,7,3
7/6/2018,0.3,3,10,9,,,9,8,,,0,0,9,76,66,71,7,4
7/7/2018,0.2,2,7,7,,,9,8,,,0,0,8,78,62,70,7,5
7/8/2018,0.3,3,20,19,,,23,21,3.4,14,3,4,21,83,58,70.5,7,6
7/9/2018,0.4,5,30,28,0.053,49,39,36,7.9,33,14,20,49,89,61,75,7,0
7/10/2018,0.3,3,25,24,0.055,51,26,24,6.7,28,1,1,51,87,68,77.5,7,1
7/11/2018,0.3,3,14,13,0.029,27,17,16,3.4,14,1,1,27,80,66,73,7,2
7/12/2018,0.6,7,,,0.041,38,45,42,10.6,44,7,10,44,84,59,71.5,7,3
7/13/2018,0.6,7,41,39,0.055,51,60,53,15.5,58,8,11,58,88,61,74.5,7,4
7/14/2018,0.5,6,41,39,0.063,77,50,46,21.7,71,6,9,77,92,68,80,7,5
7/15/2018,0.4,5,18,17,0.069,97,36,33,13.8,55,10,14,97,91,76,83.5,7,6
7/16/2018,0.5,6,35,33,0.048,44,50,46,14.5,56,5,7,56,91,73,82,7,0
7/17/2018,0.3,3,12,11,0.032,30,13,12,,,1,1,30,83,71,77,7,1
7/18/2018,0.2,2,28,26,0.023,21,12,11,,,0,0,26,77,61,69,7,2
7/19/2018,0.4,5,34,32,0.042,39,49,45,7.4,31,11,16,45,85,58,71.5,7,3
7/20/2018,0.3,3,26,25,0.041,38,58,52,10.3,43,5,7,52,84,68,76,7,4
7/21/2018,0.2,2,8,8,0.048,44,16,15,3,13,3,4,44,81,67,74,7,5
7/22/2018,0.2,2,5,5,0.039,36,5,5,,,0,0,36,73,67,70,7,6
7/23/2018,0.2,2,17,16,0.039,36,25,23,6.1,25,1,1,36,84,68,76,7,0
7/24/2018,0.3,3,,,0.04,37,28,26,7.2,30,2,3,37,82,68,75,7,1
7/25/2018,0.4,5,31,29,0.034,31,28,26,9.3,39,1,1,39,83,70,76.5,7,2
7/26/2018,0.4,5,28,26,0.044,41,31,29,7.6,32,2,3,41,86,66,76,7,3
7/27/2018,0.2,2,17,16,0.041,38,17,16,,,0,0,38,80,62,71,7,4
7/28/2018,0.2,2,25,24,0.037,34,14,13,,,1,1,34,78,61,69.5,7,5
7/29/2018,0.4,5,16,15,0.045,42,24,22,,,4,6,42,82,63,72.5,7,6
7/30/2018,0.3,3,19,18,0.041,38,28,26,,,3,4,38,80,67,73.5,7,0
7/31/2018,0.3,3,21,20,0.033,31,26,24,,,1,1,31,80,68,74,7,1
8/1/2018,0.3,3,11,10,0.034,31,20,19,,,1,1,31,76,70,73,8,2
8/2/2018,0.4,5,29,27,0.045,42,33,31,,,2,3,42,83,68,75.5,8,3
8/3/2018,0.5,6,27,25,0.051,47,52,48,,,2,3,48,87,67,77,8,4
8/4/2018,0.4,5,21,20,0.053,49,38,35,,,3,4,49,88,66,77,8,5
8/5/2018,0.4,5,20,19,0.051,47,42,39,,,3,4,47,92,70,81,8,6
8/6/2018,0.3,3,14,13,0.045,42,30,28,,,2,3,42,93,70,81.5,8,0
8/7/2018,0.3,3,25,24,0.034,31,17,16,,,0,0,31,83,70,76.5,8,1
8/8/2018,0.3,3,28,26,,,22,20,,,0,0,26,84,72,78,8,2
8/9/2018,0.3,3,16,15,0.046,43,20,19,6.4,27,1,1,43,85,68,76.5,8,3
8/10/2018,0.3,3,18,17,0.033,31,21,19,5.4,23,0,0,31,83,70,76.5,8,4
8/11/2018,0.5,6,27,25,0.038,35,26,24,,,1,1,35,81,62,71.5,8,5
8/12/2018,0.3,3,25,24,0.04,37,18,17,2.5,10,13,19,37,81,64,72.5,8,6
8/13/2018,0.5,6,32,30,0.041,38,30,28,6.5,27,1,1,38,82,64,73,8,0
8/14/2018,0.4,5,26,25,0.052,48,34,31,11.7,49,3,4,49,86,67,76.5,8,1
8/15/2018,0.4,5,29,27,0.052,48,37,34,14.4,56,2,3,56,87,68,77.5,8,2
8/16/2018,0.5,6,22,21,0.026,24,53,49,12.9,53,3,4,53,83,73,78,8,3
8/17/2018,0.4,5,12,11,0.032,30,21,19,6.1,25,1,1,30,80,70,75,8,4
8/18/2018,0.2,2,10,9,0.039,36,12,11,,,1,1,36,81,69,75,8,5
8/19/2018,0.3,3,8,8,0.028,26,14,13,3.5,15,0,0,26,79,64,71.5,8,6
8/20/2018,0.3,3,21,20,0.037,34,44,41,11.7,49,2,3,49,85,61,73,8,0
8/21/2018,0.3,3,23,22,0.039,36,16,15,,,1,1,36,83,70,76.5,8,1
8/22/2018,0.3,3,8,8,0.028,26,14,13,4.9,20,1,1,26,73,58,65.5,8,2
8/23/2018,0.3,3,25,24,0.036,33,22,20,5,21,1,1,33,80,56,68,8,3
8/24/2018,0.5,6,30,28,0.038,35,74,60,15.2,58,20,29,60,82,58,70,8,4
8/25/2018,0.4,5,17,16,0.035,32,38,35,10,42,18,26,42,81,71,76,8,5
8/26/2018,0.4,5,28,26,0.039,36,40,37,18.9,65,1,1,65,87,71,79,8,6
8/27/2018,0.5,6,22,21,0.036,33,36,33,15.2,58,1,1,58,91,75,83,8,0
8/28/2018,0.4,5,20,19,0.038,35,29,27,10.4,43,7,10,43,92,75,83.5,8,1
8/29/2018,0.3,3,22,21,0.032,30,27,25,7.1,30,1,1,30,92,70,81,8,2
8/30/2018,0.4,5,11,10,0.025,23,12,11,,,1,1,23,77,67,72,8,3
8/31/2018,0.4,5,26,25,0.036,33,26,24,,,1,1,33,81,61,71,8,4
9/1/2018,0.4,5,17,16,0.041,38,27,25,,,2,3,38,88,68,78,9,5
9/2/2018,0.1,1,14,13,0.032,30,16,15,,,2,3,30,90,73,81.5,9,6
9/3/2018,0.3,3,15,14,0.036,33,18,17,,,1,1,33,93,74,83.5,9,0
9/4/2018,0.3,3,,,,,,,,,,,3,94,72,83,9,1
9/5/2018,0.3,3,,,0.04,37,,,,,8,11,37,95,74,84.5,9,2
9/6/2018,0.3,3,17,16,0.029,27,13,12,7.8,33,1,1,33,81,73,77,9,3
9/7/2018,0.3,3,24,23,0.029,27,17,16,6.9,29,1,1,29,80,70,75,9,4
9/8/2018,0.2,2,7,7,0.018,17,13,12,4.8,20,1,1,20,70,60,65,9,5
9/9/2018,0.2,2,4,4,0.023,21,3,3,2.4,10,1,1,21,63,57,60,9,6
9/10/2018,0.3,3,13,12,0.016,15,8,7,5.1,21,1,1,21,69,58,63.5,9,0
9/11/2018,0.2,2,24,23,0.021,19,12,11,7.9,33,1,1,33,69,62,65.5,9,1
9/12/2018,0.3,3,19,18,0.028,26,18,17,9.7,40,1,1,40,76,65,70.5,9,2
9/13/2018,0.5,6,30,28,0.02,19,50,46,19.8,67,4,6,67,82,62,72,9,3
9/14/2018,0.6,7,26,25,0.035,32,36,33,15.6,58,5,7,58,84,69,76.5,9,4
9/15/2018,0.4,5,15,14,0.026,24,21,19,10.5,44,2,3,44,86,69,77.5,9,5
9/16/2018,0.4,5,13,12,0.028,26,19,18,11,46,3,4,46,86,68,77,9,6
9/17/2018,0.3,3,20,19,0.019,18,26,24,9,38,2,3,38,78,68,73,9,0
9/18/2018,0.3,3,23,22,0.041,38,27,25,13.5,54,10,14,54,86,66,76,9,1
9/19/2018,0.3,3,,,0.023,21,15,14,7.8,33,1,1,33,76,62,69,9,2
9/20/2018,0.5,6,24,23,0.039,36,53,49,23.2,74,3,4,74,87,60,73.5,9,3
9/21/2018,0.3,3,25,24,0.043,40,41,38,11.7,49,2,3,49,91,67,79,9,4
9/22/2018,0.2,2,8,8,0.023,21,5,5,3.6,15,1,1,21,67,54,60.5,9,5
9/23/2018,0.4,5,20,19,0.026,24,13,12,11.2,47,1,1,47,71,49,60,9,6
9/24/2018,0.4,5,11,10,0.015,14,25,23,10,42,1,1,42,72,57,64.5,9,0
9/25/2018,0.5,6,17,16,0.018,17,24,22,14.4,56,2,3,56,76,66,71,9,1
9/26/2018,0.2,2,14,13,0.033,31,8,7,6.2,26,1,1,31,75,54,64.5,9,2
9/27/2018,0.6,7,28,26,0.026,24,47,44,15.1,57,2,3,57,67,51,59,9,3
9/28/2018,0.4,5,22,21,0.037,34,20,19,,,1,1,34,74,49,61.5,9,4
9/29/2018,0.3,3,30,28,0.032,30,10,9,5.1,21,2,3,30,63,49,56,9,5
9/30/2018,0.4,5,41,39,0.034,31,25,23,11.5,48,8,11,48,77,50,63.5,9,6
10/1/2018,0.5,6,31,29,0.033,31,56,51,14.1,55,5,7,55,81,58,69.5,10,0
10/2/2018,0.4,5,10,9,,,20,19,3.8,16,3,4,19,78,63,70.5,10,1
10/3/2018,0.4,5,24,23,0.027,25,40,37,11.7,49,4,6,49,83,57,70,10,2
10/4/2018,0.3,3,11,10,0.027,25,15,14,3.9,16,1,1,25,77,54,65.5,10,3
10/5/2018,0.5,6,22,21,0.011,10,26,24,13.3,54,1,1,54,64,50,57,10,4
10/6/2018,0.6,7,16,15,0.029,27,23,21,14.3,56,1,1,56,85,64,74.5,10,5
10/7/2018,0.3,3,9,8,0.013,12,12,11,11.3,47,1,1,47,70,66,68,10,6
10/8/2018,0.4,5,22,21,0.03,28,39,36,12.1,51,3,4,51,89,67,78,10,0
10/9/2018,0.4,5,,,0.029,27,39,36,6.6,28,12,17,36,86,70,78,10,1
10/10/2018,0.4,5,22,21,0.027,25,48,44,5.9,25,5,7,44,84,68,76,10,2
10/11/2018,0.4,5,7,7,0.025,23,13,12,2.1,9,1,1,23,73,52,62.5,10,3
10/12/2018,0.1,1,15,14,0.028,26,7,6,5.4,23,1,1,26,54,44,49,10,4
10/13/2018,0.5,6,18,17,0.026,24,12,11,9,38,3,4,38,52,41,46.5,10,5
10/14/2018,0.5,6,35,33,0.027,25,14,13,8.8,37,13,19,37,61,41,51,10,6
10/15/2018,0.2,2,19,18,0.027,25,12,11,5.6,23,2,3,25,57,44,50.5,10,0
10/16/2018,0.2,2,25,24,0.028,26,14,13,7.4,31,1,1,31,56,36,46,10,1
10/17/2018,0.4,5,18,17,0.03,28,15,14,,,0,0,28,56,43,49.5,10,2
10/18/2018,0.2,2,25,24,0.032,30,9,8,,,4,6,30,50,39,44.5,10,3
10/19/2018,0.4,5,32,30,0.034,31,36,33,9.6,40,10,14,40,60,40,50,10,4
10/20/2018,0.2,2,8,8,0.033,31,13,12,6.5,27,0,0,31,60,41,50.5,10,5
10/21/2018,0.3,3,23,22,0.029,27,7,6,6.6,28,5,7,28,44,32,38,10,6
10/22/2018,0.7,8,33,31,0.022,20,28,26,13.3,54,3,4,54,57,36,46.5,10,0
10/23/2018,0.7,8,20,19,0.025,23,17,16,8.2,34,0,0,34,55,43,49,10,1
10/24/2018,0.2,2,12,11,0.025,23,7,6,5.5,23,0,0,23,49,41,45,10,2
10/25/2018,0.5,6,26,25,0.017,16,24,22,11.5,48,20,29,48,50,33,41.5,10,3
10/26/2018,0.3,3,21,20,0.015,14,13,12,9,38,1,1,38,52,42,47,10,4
10/27/2018,0.3,3,17,16,0.021,19,4,4,3.8,16,0,0,19,48,44,46,10,5
10/28/2018,0.4,5,13,12,0.026,24,6,6,6.7,28,1,1,28,50,41,45.5,10,6
10/29/2018,0.3,3,25,24,0.022,20,8,7,4.8,20,0,0,24,51,39,45,10,0
10/30/2018,0.6,7,24,23,0.031,29,38,35,17.8,63,8,11,63,59,36,47.5,10,1
10/31/2018,0.3,3,13,12,0.023,21,15,14,9.6,40,0,0,40,62,52,57,10,2
11/1/2018,0.3,3,22,21,0.023,21,5,5,5.7,24,0,0,24,52,46,49,11,3
11/2/2018,0.2,2,16,15,0.026,24,5,5,3.6,15,0,0,24,50,44,47,11,4
11/3/2018,0.4,5,24,23,0.026,24,11,10,5.8,24,14,20,24,49,36,42.5,11,5
11/4/2018,0.5,6,19,18,0.027,25,16,15,12.3,51,2,3,51,58,35,46.5,11,6
11/5/2018,0.4,5,27,25,,,25,23,10.8,45,6,9,45,61,48,54.5,11,0
11/6/2018,0.3,3,11,10,0.024,22,16,15,5.1,21,1,1,22,61,48,54.5,11,1
11/7/2018,0.2,2,11,10,0.014,13,12,11,7,29,0,0,29,49,39,44,11,2
11/8/2018,0.3,3,18,17,0.018,17,10,9,8.2,34,0,0,34,43,37,40,11,3
11/9/2018,0.3,3,17,16,0.025,23,7,6,8,33,1,1,33,40,34,37,11,4
11/10/2018,0.2,2,,,0.021,19,12,11,10.4,43,0,0,43,34,23,28.5,11,5
11/11/2018,0.5,6,29,27,0.023,21,11,10,8.7,36,41,57,57,42,26,34,11,6
11/12/2018,0.7,8,36,34,0.002,2,59,53,25.6,79,41,57,79,41,25,33,11,0
11/13/2018,0.7,8,,,0.033,31,12,11,12.4,52,2,3,52,39,31,35,11,1
11/14/2018,0.3,3,16,15,0.029,27,10,9,6.3,26,1,1,27,32,27,29.5,11,2
11/15/2018,0.4,5,24,23,0.014,13,10,9,7.3,30,2,3,30,36,29,32.5,11,3
11/16/2018,0.4,5,,,0.016,15,12,11,15.5,58,1,1,58,38,34,36,11,4
11/17/2018,0.2,2,22,21,0.022,20,12,11,12.6,52,1,1,52,41,37,39,11,5
11/18/2018,0.4,5,22,21,0.014,13,11,10,14.4,56,2,3,56,39,35,37,11,6
11/19/2018,0.4,5,34,32,0.016,15,17,16,12.1,51,4,6,51,40,36,38,11,0
11/20/2018,0.2,2,25,24,0.024,22,10,9,9.8,41,1,1,41,37,29,33,11,1
11/21/2018,0.2,2,15,14,0.032,30,14,13,11.1,46,0,0,46,35,28,31.5,11,2
11/22/2018,0.2,2,9,8,0.031,29,6,6,3.8,16,0,0,29,28,26,27,11,3
11/23/2018,0.4,5,19,18,0.019,18,36,33,13.4,54,41,57,57,51,28,39.5,11,4
11/24/2018,0.4,5,13,12,0.023,21,13,12,9.9,41,2,3,41,50,41,45.5,11,5
11/25/2018,0.5,6,29,27,0.022,20,15,14,15.3,58,0,0,58,50,40,45,11,6
11/26/2018,0.5,6,19,18,0.024,22,7,6,9.2,38,1,1,38,49,32,40.5,11,0
11/27/2018,0.1,1,7,7,0.03,28,3,3,3.4,14,0,0,28,32,28,30,11,1
11/28/2018,0.2,2,15,14,0.022,20,9,8,8,33,0,0,33,29,26,27.5,11,2
11/29/2018,0.4,5,20,19,0.012,11,22,20,17,61,3,4,61,33,25,29,11,3
11/30/2018,0.4,5,26,25,0.01,9,22,20,28.6,86,1,1,86,38,33,35.5,11,4
12/1/2018,0.3,3,21,20,0.019,18,10,9,15.2,58,0,0,58,52,37,44.5,12,5
12/2/2018,0.3,3,14,13,0.032,30,15,14,7.7,32,8,11,32,64,44,54,12,6
12/3/2018,0.2,2,9,8,0.027,25,6,6,4.5,19,0,0,25,44,35,39.5,12,0
12/4/2018,0.2,2,17,16,0.026,24,12,11,6.2,26,0,0,26,35,30,32.5,12,1
12/5/2018,0.2,2,21,20,0.025,23,14,13,10.1,42,3,4,42,33,29,31,12,2
12/6/2018,0.2,2,16,15,0.023,21,13,12,11.6,48,0,0,48,35,28,31.5,12,3
12/7/2018,0.3,3,26,25,0.024,22,12,11,9.3,39,1,1,39,33,23,28,12,4
12/8/2018,0.3,3,35,33,0.03,28,15,14,11.6,48,5,7,48,29,18,23.5,12,5
12/9/2018,0.5,6,38,36,0.02,19,27,25,17.2,62,10,14,62,37,17,27,12,6
12/10/2018,1,11,39,37,,,35,32,32,93,5,7,93,33,20,26.5,12,0
12/11/2018,0.3,3,17,16,0.025,23,22,20,30.2,89,0,0,89,37,21,29,12,1
12/12/2018,0.4,5,34,32,0.015,14,41,38,22.8,74,11,16,74,42,28,35,12,2
12/13/2018,0.6,7,37,35,0.013,12,33,31,21.9,72,1,1,72,45,35,40,12,3
12/14/2018,0.5,6,38,36,0.015,14,49,45,21.5,71,3,4,71,56,41,48.5,12,4
12/15/2018,0.5,6,30,28,0.017,16,20,19,27,82,0,0,82,44,40,42,12,5
12/16/2018,0.3,3,14,13,0.025,23,10,9,17.5,62,0,0,62,48,36,42,12,6
12/17/2018,0.3,3,19,18,0.029,27,13,12,13.9,55,0,0,55,39,33,36,12,0
12/18/2018,0.4,5,42,40,0.029,27,19,18,8.9,37,2,3,40,39,26,32.5,12,1
12/19/2018,0.5,6,34,32,0.012,11,58,52,22.9,74,16,23,74,46,27,36.5,12,2
12/20/2018,0.5,6,37,35,0.015,14,59,53,20,68,4,6,68,51,36,43.5,12,3
12/21/2018,0.4,5,16,15,0.028,26,5,5,10.1,42,0,0,42,41,38,39.5,12,4
12/22/2018,0.2,2,10,9,0.019,18,6,6,8.2,34,0,0,34,38,32,35,12,5
12/23/2018,0.4,5,14,13,0.017,16,13,12,16.5,60,2,3,60,40,30,35,12,6
12/24/2018,0.2,2,11,10,0.024,22,9,8,12.4,52,0,0,52,35,31,33,12,0
12/25/2018,0.3,3,19,18,0.021,19,10,9,12.9,53,15,21,53,35,29,32,12,1
12/26/2018,0.7,8,37,35,0.019,18,21,19,20.5,69,1,1,69,48,31,39.5,12,2
12/27/2018,0.8,9,34,32,0.028,26,34,31,22,72,2,3,72,52,32,42,12,3
12/28/2018,0.5,6,22,21,0.021,19,10,9,8.2,34,1,1,34,58,36,47,12,4
12/29/2018,0.2,2,13,12,0.023,21,5,5,8.2,34,0,0,34,36,33,34.5,12,5
12/30/2018,0.2,2,17,16,0.026,24,8,7,11.4,48,0,0,48,42,32,37,12,6
12/31/2018,0.4,5,23,22,,,14,13,13.3,54,1,1,54,62,34,48,12,0
1/1/2019,0.2,2,10,9,0.024,22,6,6,9.4,39,0,0,39,56,34,45,1,1
1/2/2019,0.3,3,18,17,0.022,20,12,11,13.9,55,1,1,55,41,32,36.5,1,2
1/3/2019,0.2,2,12,11,0.021,19,10,9,11.5,48,0,0,48,36,31,33.5,1,3
1/4/2019,0.7,8,34,32,0.017,16,35,32,19,66,5,7,66,51,32,41.5,1,4
1/5/2019,1,11,28,26,0.022,20,19,18,27.2,83,3,4,83,48,28,38,1,5
1/6/2019,0.2,2,8,8,0.034,31,7,6,10.2,43,2,3,43,44,34,39,1,6
1/7/2019,0.3,3,14,13,0.029,27,22,20,8.7,36,3,4,36,57,33,45,1,0
1/8/2019,0.2,2,13,12,0.028,26,11,10,9.5,40,0,0,40,57,39,48,1,1
1/9/2019,0.1,1,7,7,0.031,29,10,9,7,29,0,0,29,40,24,32,1,2
1/10/2019,0.2,2,10,9,0.035,32,17,16,4.9,20,0,0,32,26,24,25,1,3
1/11/2019,0.3,3,28,26,0.03,28,35,32,8.5,35,1,1,35,31,25,28,1,4
1/12/2019,0.3,3,32,30,0.031,29,19,18,13,53,0,0,53,32,25,28.5,1,5
1/13/2019,0.2,2,14,13,0.03,28,10,9,8.6,36,0,0,36,33,25,29,1,6
1/14/2019,0.4,5,45,42,0.03,28,24,22,11.3,47,1,1,47,30,17,23.5,1,0
1/15/2019,0.2,2,18,17,0.029,27,12,11,,,2,3,27,29,19,24,1,1
1/16/2019,0.2,2,15,14,0.029,27,19,18,11.9,50,0,0,50,34,25,29.5,1,2
1/17/2019,0.3,3,23,22,0.016,15,27,25,18.4,64,0,0,64,35,22,28.5,1,3
1/18/2019,0.3,3,17,16,0.025,23,14,13,24.8,78,0,0,78,35,30,32.5,1,4
1/19/2019,0.2,2,12,11,0.031,29,6,6,13.7,54,1,1,54,30,23,26.5,1,5
1/20/2019,0.2,2,4,4,0.037,34,7,6,8.5,35,0,0,35,23,10,16.5,1,6
1/21/2019,0.3,3,29,27,0.032,30,7,6,8.6,36,0,0,36,14,5,9.5,1,0
1/22/2019,0.4,5,41,39,,,20,19,16.5,60,5,7,60,40,3,21.5,1,1
1/23/2019,0.5,6,15,14,0.029,27,14,13,12.1,51,9,13,51,48,37,42.5,1,2
1/24/2019,0.2,2,12,11,0.03,28,8,7,13.7,54,0,0,54,37,25,31,1,3
1/25/2019,0.2,2,10,9,0.032,30,21,19,14.4,56,0,0,56,25,12,18.5,1,4
1/26/2019,0.4,5,39,37,0.026,24,11,10,15.7,59,0,0,59,28,15,21.5,1,5
1/27/2019,0.4,5,21,20,0.033,31,14,13,16.4,60,0,0,60,33,6,19.5,1,6
1/28/2019,0.3,3,42,40,0.029,27,31,29,21.3,70,2,3,70,40,6,23,1,0
1/29/2019,0.3,3,12,11,0.035,32,17,16,12.6,52,0,0,52,34,8,21,1,1
1/30/2019,0.2,2,7,7,0.033,31,22,20,8.5,35,0,0,35,8,-3,2.5,1,2
1/31/2019,0.2,2,11,10,0.033,31,13,12,9.7,40,0,0,40,8,-2,3,1,3
2/1/2019,0.5,6,44,42,0.019,18,28,26,20.2,68,1,1,68,19,8,13.5,2,4
2/2/2019,0.5,6,33,31,0.033,31,22,20,28.7,86,2,3,86,43,12,27.5,2,5
2/3/2019,0.4,5,27,25,0.036,33,26,24,,,7,10,33,56,36,46,2,6
2/4/2019,0.5,6,35,33,0.034,31,31,29,,,4,6,33,61,42,51.5,2,0
2/5/2019,0.3,3,13,12,0.017,16,13,12,11,46,0,0,46,54,34,44,2,1
2/6/2019,0.5,6,25,24,,,16,15,17.3,62,1,1,62,55,34,44.5,2,2
2/7/2019,0.5,6,25,24,0.024,22,19,18,12.5,52,0,0,52,61,34,47.5,2,3
