date,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulative_aqi,temp_high,temp_low,temp_avg,month,weekday
2/8/2019,0.2,2,6,6,0.033,31,21,19,8,33,0,0,33,43,18,30.5,2,4
2/9/2019,0.2,2,32,30,0.033,31,13,12,8.6,36,0,0,36,25,17,21,2,5
2/10/2019,0.3,3,33,31,0.026,24,17,16,16.2,60,0,0,60,32,16,24,2,6
2/11/2019,0.6,7,30,28,0.014,13,19,18,23.9,76,0,0,76,34,30,32,2,0
2/12/2019,0.3,3,19,18,0.037,34,8,7,8.8,37,0,0,37,50,32,41,2,1
2/13/2019,0.2,2,9,8,0.035,32,13,12,10.1,42,0,0,42,33,24,28.5,2,2
2/14/2019,0.4,5,31,29,0.03,28,38,35,11.8,49,11,16,49,48,24,36,2,3
2/15/2019,0.3,3,10,9,0.034,31,15,14,14.2,55,0,0,55,47,25,36,2,4
2/16/2019,0.2,2,7,7,0.035,32,15,14,5.5,23,0,0,32,28,24,26,2,5
2/17/2019,0.3,3,15,14,0.033,31,11,10,6.6,28,0,0,31,33,25,29,2,6
2/18/2019,0.3,3,12,11,0.036,33,8,7,8,33,0,0,33,29,19,24,2,0
2/19/2019,0.4,5,44,42,0.034,31,32,30,15,57,1,1,57,34,10,22,2,1
2/20/2019,0.3,3,32,30,0.028,26,17,16,11.1,46,4,6,46,45,27,36,2,2
2/21/2019,0.3,3,13,12,0.037,34,16,15,12.1,51,0,0,51,43,35,39,2,3
2/22/2019,0.4,5,31,29,0.036,33,25,23,24.3,77,0,0,77,39,29,34,2,4
2/23/2019,0.4,5,36,34,0.029,27,25,23,18.7,65,1,1,65,47,31,39,2,5
2/24/2019,0.3,3,10,9,0.044,41,13,12,8.1,34,0,0,41,57,28,42.5,2,6
2/25/2019,0.2,2,11,10,0.036,33,29,27,8,33,0,0,33,30,21,25.5,2,0
2/26/2019,0.2,2,14,13,0.033,31,17,16,8.5,35,0,0,35,27,20,23.5,2,1
2/27/2019,0.3,3,,,0.028,26,28,26,11.7,49,12,17,49,40,22,31,2,2
2/28/2019,0.3,3,28,26,0.037,34,28,26,16.3,60,0,0,60,30,18,24,2,3
3/1/2019,0.5,6,46,43,,,33,31,17,61,0,0,61,34,20,27,3,4
3/2/2019,0.4,5,42,40,0.042,39,19,18,21.5,71,3,4,71,38,21,29.5,3,5
3/3/2019,0.2,2,15,14,0.042,39,10,9,8.8,37,0,0,39,32,22,27,3,6
3/4/2019,0.2,2,10,9,0.035,32,31,29,9.1,38,3,4,38,22,10,16,3,0
3/5/2019,0.2,2,12,11,0.034,31,17,16,12.8,52,0,0,52,19,8,13.5,3,1
3/6/2019,0.2,2,11,10,0.036,33,13,12,8.7,36,1,1,36,22,11,16.5,3,2
3/7/2019,0.3,3,42,40,0.045,42,29,27,11.2,47,1,1,47,28,20,24,3,3
3/8/2019,0.5,6,53,50,0.038,35,66,56,29.2,87,5,7,87,39,16,27.5,3,4
3/9/2019,1.5,17,60,57,0.04,37,44,41,26,80,3,4,80,49,20,34.5,3,5
3/10/2019,0.2,2,15,14,0.043,40,7,6,9.3,39,0,0,40,51,37,44,3,6
3/11/2019,0.2,2,13,12,0.046,43,14,13,10.5,44,1,1,44,41,32,36.5,3,0
3/12/2019,0.3,3,50,47,0.045,42,18,17,10.7,45,0,0,47,43,26,34.5,3,1
3/13/2019,0.4,5,40,38,0.035,32,54,50,13.5,54,5,7,54,60,30,45,3,2
3/14/2019,0.4,5,23,22,0.036,33,41,38,10.7,45,14,20,45,74,52,63,3,3
3/15/2019,0.2,2,8,8,0.035,32,7,6,5.1,21,0,0,32,52,36,44,3,4
3/16/2019,0.2,2,5,5,0.042,39,6,6,4.1,17,0,0,39,38,33,35.5,3,5
3/17/2019,0.2,2,12,11,0.038,35,8,7,3.6,15,2,3,35,40,28,34,3,6
3/18/2019,0.4,5,40,38,0.037,34,17,16,16.3,60,0,0,60,42,26,34,3,0
3/19/2019,0.5,6,48,45,0.042,39,38,35,21,70,1,1,70,47,26,36.5,3,1
3/20/2019,0.5,6,43,41,0.048,44,38,35,16.1,59,8,11,59,53,29,41,3,2
3/21/2019,0.3,3,35,33,0.037,34,14,13,16.1,59,1,1,59,47,38,42.5,3,3
3/22/2019,0.2,2,13,12,0.036,33,7,6,9.1,38,0,0,38,41,31,36,3,4
3/23/2019,0.6,7,33,31,0.039,36,13,12,7.3,30,7,10,36,46,29,37.5,3,5
3/24/2019,1.4,16,35,33,0.038,35,32,30,16.9,61,15,21,61,58,29,43.5,3,6
3/25/2019,0.2,2,11,10,0.04,37,14,13,6.8,28,1,1,37,46,31,38.5,3,0
3/26/2019,0.3,3,31,29,0.038,35,10,9,4.3,18,1,1,35,39,30,34.5,3,1
3/27/2019,0.6,7,49,46,0.029,27,53,49,16,59,26,37,59,54,22,38,3,2
3/28/2019,0.7,8,39,37,0.044,41,53,49,17.7,63,13,19,63,65,44,54.5,3,3
3/29/2019,0.4,5,39,37,0.022,20,21,19,17.2,62,0,0,62,56,40,48,3,4
3/30/2019,0.5,6,19,18,0.038,35,13,12,14.6,56,1,1,56,58,33,45.5,3,5
3/31/2019,0.2,2,4,4,0.04,37,7,6,3.9,16,0,0,37,34,27,30.5,3,6
4/1/2019,0.3,3,26,25,0.038,35,19,18,5.2,22,1,1,35,41,26,33.5,4,0
4/2/2019,0.4,5,37,35,0.038,35,40,37,11.2,47,3,4,47,51,32,41.5,4,1
4/3/2019,0.4,5,27,25,0.042,39,23,21,9,38,5,7,39,55,39,47,4,2
4/4/2019,0.9,10,41,39,0.033,31,34,31,8.5,35,3,4,39,48,38,43,4,3
4/5/2019,0.5,6,45,42,0.024,22,29,27,15.6,58,2,3,58,60,45,52.5,4,4
4/6/2019,0.7,8,36,34,0.048,44,33,31,26.2,81,3,4,81,67,49,58,4,5
4/7/2019,0.6,7,24,23,0.043,40,29,27,14.4,56,3,4,56,75,48,61.5,4,6
4/8/2019,0.5,6,38,36,0.038,35,20,19,10.3,43,0,0,43,71,56,63.5,4,0
4/9/2019,0.5,6,,,0.041,38,12,11,5.8,24,0,0,38,62,47,54.5,4,1
4/10/2019,0.2,2,10,9,0.031,29,8,7,4.1,17,0,0,29,47,40,43.5,4,2
4/11/2019,0.4,5,29,27,0.034,31,23,21,5.7,24,2,3,31,65,40,52.5,4,3
4/12/2019,0.5,6,17,16,0.042,39,55,51,9.4,39,7,10,51,72,55,63.5,4,4
4/13/2019,0.2,2,15,14,0.041,38,17,16,4.8,20,1,1,38,66,47,56.5,4,5
4/14/2019,0.2,2,12,11,0.032,30,9,8,5,21,1,1,30,71,40,55.5,4,6
4/15/2019,0.2,2,21,20,0.044,41,10,9,4.6,19,0,0,41,52,35,43.5,4,0
4/16/2019,0.5,6,39,37,0.039,36,32,30,9.3,39,12,17,39,70,38,54,4,1
4/17/2019,0.5,6,42,40,0.032,30,33,31,14.1,55,8,11,55,68,45,56.5,4,2
4/18/2019,0.6,7,17,16,0.05,46,33,31,10.8,45,7,10,46,78,59,68.5,4,3
4/19/2019,0.2,2,12,11,0.031,29,3,3,3.5,15,0,0,29,59,41,50,4,4
4/20/2019,0.3,3,9,8,0.034,31,5,5,4,17,0,0,31,54,42,48,4,5
4/21/2019,0.4,5,26,25,0.033,31,13,12,7.5,31,2,3,31,57,44,50.5,4,6
4/22/2019,0.8,9,29,27,0.03,28,47,44,13.8,55,,,55,72,43,57.5,4,0
4/23/2019,0.5,6,29,27,0.04,37,36,33,9,38,3,4,38,73,49,61,4,1
4/24/2019,0.3,3,27,25,0.036,33,13,12,6,25,0,0,33,55,40,47.5,4,2
4/25/2019,0.4,5,35,33,0.029,27,36,33,9,38,2,3,38,67,48,57.5,4,3
4/26/2019,0.3,3,10,9,0.046,43,10,9,8.6,36,0,0,43,62,49,55.5,4,4
4/27/2019,0.2,2,11,10,0.042,39,7,6,4.6,19,0,0,39,53,43,48,4,5
4/28/2019,0.2,2,12,11,0.043,40,7,6,5.1,21,0,0,40,52,41,46.5,4,6
4/29/2019,0.3,3,39,37,0.03,28,23,21,8.9,37,1,1,37,56,39,47.5,4,0
4/30/2019,0.3,3,19,18,0.026,24,12,11,9.7,40,0,0,40,53,43,48,4,1
5/1/2019,0.3,3,32,30,0.041,38,27,25,9.2,38,1,1,38,83,46,64.5,5,2
5/2/2019,0.4,5,30,28,0.03,28,16,15,9.4,39,0,0,39,70,51,60.5,5,3
5/3/2019,0.4,5,21,20,,,10,9,7.5,31,0,0,31,66,46,56,5,4
5/4/2019,0.3,3,14,13,0.024,22,8,7,8.4,35,0,0,35,52,45,48.5,5,5
5/5/2019,0.4,5,34,32,0.033,31,14,13,9.5,40,0,0,40,62,48,55,5,6
5/6/2019,0.6,7,30,28,0.058,61,48,44,13,53,5,7,61,76,47,61.5,5,0
5/7/2019,0.3,3,11,10,0.032,30,12,11,6.5,27,0,0,30,65,47,56,5,1
5/8/2019,0.4,5,27,25,0.03,28,21,19,6.9,29,4,6,29,65,47,56,5,2
5/9/2019,0.4,5,19,18,0.038,35,62,54,11.5,48,5,7,54,78,63,70.5,5,3
5/10/2019,0.3,3,28,26,0.034,31,11,10,4.8,20,0,0,31,66,44,55,5,4
5/11/2019,0.6,7,29,27,,,17,16,11,46,1,1,46,55,41,48,5,5
5/12/2019,0.2,2,13,12,0.027,25,7,6,4.9,20,0,0,25,54,46,50,5,6
5/13/2019,0.2,2,10,9,0.037,34,7,6,5,21,1,1,34,50,45,47.5,5,0
5/14/2019,0.3,3,29,27,0.049,45,15,14,7,29,0,0,45,64,44,54,5,1
5/15/2019,0.4,5,23,22,0.056,54,26,24,8.8,37,1,1,54,73,46,59.5,5,2
5/16/2019,0.4,5,27,25,0.055,51,,,12.8,52,3,4,52,77,51,64,5,3
5/17/2019,0.3,3,16,15,0.031,29,,,8.4,35,0,0,35,68,55,61.5,5,4
5/18/2019,0.6,7,33,31,0.034,31,,,9.8,41,6,9,41,85,52,68.5,5,5
5/19/2019,0.6,7,10,9,0.05,46,,,12.7,52,2,3,52,86,62,74,5,6
5/20/2019,0.2,2,10,9,0.028,26,,,4.7,20,0,0,26,68,48,58,5,0
5/21/2019,0.3,3,21,20,0.026,24,10,9,4.1,17,0,0,24,60,45,52.5,5,1
5/22/2019,0.4,5,33,31,0.039,36,58,52,15.5,58,4,6,58,79,53,66,5,2
5/23/2019,0.5,6,21,20,0.051,47,26,24,10.3,43,1,1,47,84,65,74.5,5,3
5/24/2019,0.3,3,17,16,0.037,34,18,17,8,33,0,0,34,73,52,62.5,5,4
5/25/2019,0.4,5,13,12,0.046,43,39,36,15.3,58,0,0,58,92,63,77.5,5,5
5/26/2019,0.2,2,8,8,0.036,33,14,13,8.1,34,0,0,34,77,57,67,5,6
5/27/2019,0.3,3,18,17,0.034,31,10,9,7.4,31,0,0,31,71,52,61.5,5,0
5/28/2019,0.5,6,20,19,0.043,40,25,23,16.2,60,0,0,60,86,64,75,5,1
5/29/2019,0.4,5,,,0.03,28,19,18,16.1,59,0,0,59,76,57,66.5,5,2
5/30/2019,0.7,8,,,0.042,39,35,32,18.2,64,1,1,64,76,61,68.5,5,3
5/31/2019,0.3,3,,,0.048,44,25,23,12,50,1,1,50,79,57,68,5,4
6/1/2019,0.4,5,11,10,0.05,46,22,20,11.8,49,1,1,49,84,62,73,6,5
6/2/2019,0.3,3,13,12,0.04,37,13,12,13.1,53,0,0,53,68,57,62.5,6,6
6/3/2019,0.3,3,,,0.031,29,11,10,4.2,18,3,4,29,62,50,56,6,0
6/4/2019,0.3,3,27,25,0.052,48,47,44,13.2,53,2,3,53,75,50,62.5,6,1
6/5/2019,0.4,5,21,20,0.045,42,26,24,19.2,66,1,1,66,77,63,70,6,2
6/6/2019,0.2,2,16,15,0.035,32,15,14,15.8,59,0,0,59,70,58,64,6,3
6/7/2019,0.5,6,34,32,0.047,44,23,21,17.9,63,0,0,63,74,55,64.5,6,4
6/8/2019,0.2,2,21,20,0.045,42,17,16,8.5,35,0,0,42,83,64,73.5,6,5
6/9/2019,0.2,2,6,6,0.044,41,25,23,9,38,1,1,41,83,70,76.5,6,6
6/10/2019,0.3,3,17,16,0.029,27,18,17,7.9,33,0,0,33,75,56,65.5,6,0
6/11/2019,0.2,2,23,22,0.045,42,17,16,4.2,18,1,1,42,75,50,62.5,6,1
6/12/2019,0.3,3,26,25,0.051,47,48,44,13.6,54,4,6,54,77,55,66,6,2
6/13/2019,0.3,3,18,17,0.039,36,12,11,10.6,44,1,1,44,70,56,63,6,3
6/14/2019,0.2,2,16,15,0.042,39,12,11,5.9,25,3,4,39,74,50,62,6,4
6/15/2019,0.2,2,12,11,0.037,34,16,15,10.5,44,4,6,44,70,64,67,6,5
6/16/2019,0.2,2,13,12,0.026,24,8,7,8.7,36,0,0,36,74,60,67,6,6
6/17/2019,0.3,3,19,18,0.03,28,14,13,12.2,51,0,0,51,71,62,66.5,6,0
6/18/2019,0.3,3,29,27,0.042,39,17,16,11.2,47,0,0,47,76,63,69.5,6,1
6/19/2019,0.4,5,35,33,0.045,42,25,23,17.5,62,0,0,62,79,60,69.5,6,2
6/20/2019,0.3,3,23,22,0.034,31,13,12,13.9,55,0,0,55,71,61,66,6,3
6/21/2019,0.2,2,19,18,0.041,38,15,14,5.7,24,1,1,38,76,59,67.5,6,4
6/22/2019,0.3,3,20,19,0.028,26,12,11,5.9,25,0,0,26,75,55,65,6,5
6/23/2019,0.4,5,20,19,0.046,43,23,21,12.7,52,4,6,52,82,53,67.5,6,6
6/24/2019,0.3,3,14,13,0.04,37,34,31,9.4,39,2,3,39,85,70,77.5,6,0
6/25/2019,0.2,2,15,14,0.054,50,16,15,2.8,12,0,0,50,85,66,75.5,6,1
6/26/2019,0.2,2,41,39,0.062,74,36,33,7.6,32,2,3,74,89,70,79.5,6,2
6/27/2019,0.6,7,36,34,0.057,58,50,46,14.6,56,0,0,58,88,69,78.5,6,3
6/28/2019,0.4,5,30,28,0.066,87,44,41,18.9,65,2,3,87,90,68,79,6,4
6/29/2019,0.2,2,15,14,0.068,93,22,20,10,42,0,0,93,89,71,80,6,5
6/30/2019,0.4,5,16,15,0.036,33,12,11,7.3,30,0,0,33,80,66,73,6,6
7/1/2019,0.4,5,,,0.052,48,38,35,9.6,40,3,4,48,88,59,73.5,7,0
7/2/2019,0.2,2,,,0.066,87,27,25,11.7,49,,,87,91,71,81,7,1
7/3/2019,0.3,3,,,0.052,48,19,18,9.5,40,0,0,48,85,71,78,7,2
7/4/2019,0.4,5,17,16,0.048,44,30,28,28.1,85,0,0,85,88,73,80.5,7,3
7/5/2019,0.5,6,21,20,0.045,42,36,33,17.8,63,4,6,63,92,74,83,7,4
7/6/2019,0.4,5,20,19,0.058,61,21,19,13.9,55,1,1,61,90,73,81.5,7,5
7/7/2019,0.3,3,6,6,0.031,29,15,14,9.9,41,0,0,41,82,72,77,7,6
7/8/2019,0.2,2,15,14,0.032,30,13,12,4.4,18,0,0,30,79,66,72.5,7,0
7/9/2019,0.3,3,19,18,0.044,41,20,19,7.1,30,1,1,41,83,58,70.5,7,1
7/10/2019,0.5,6,23,22,0.066,87,45,42,16.7,61,2,3,87,93,70,81.5,7,2
7/11/2019,0.4,5,22,21,0.058,61,26,24,9.8,41,1,1,61,89,71,80,7,3
7/12/2019,0.4,5,26,25,0.041,38,14,13,5.1,21,0,0,38,79,65,72,7,4
7/13/2019,0.5,6,22,21,0.067,90,41,38,14.8,57,4,6,90,92,63,77.5,7,5
7/14/2019,0.4,5,23,22,0.042,39,11,10,5,21,2,3,39,82,65,73.5,7,6
7/15/2019,0.4,5,24,23,0.065,84,47,44,13.4,54,4,6,84,92,61,76.5,7,0
7/16/2019,0.3,3,16,15,0.034,31,26,24,8.6,36,0,0,36,89,73,81,7,1
7/17/2019,0.3,3,13,12,0.037,34,14,13,4.4,18,0,0,34,84,72,78,7,2
7/18/2019,0.4,5,22,21,0.053,49,27,25,9,38,6,9,49,90,69,79.5,7,3
7/19/2019,0.2,2,9,8,0.039,36,26,24,11.9,50,,,50,94,78,86,7,4
7/20/2019,0.3,3,8,8,0.048,44,21,19,9.5,40,,,44,95,77,86,7,5
7/21/2019,0.2,2,9,8,0.045,42,10,9,4.2,18,1,1,42,88,70,79,7,6
7/22/2019,0.2,2,13,12,,,10,9,5,21,1,1,21,77,66,71.5,7,0
7/23/2019,0.1,1,7,7,0.045,42,10,9,4.7,20,3,4,42,77,65,71,7,1
7/24/2019,0.2,2,21,20,0.039,36,13,12,6.1,25,1,1,36,76,62,69,7,2
7/25/2019,0.4,5,25,24,0.048,44,37,34,10.8,45,2,3,45,82,60,71,7,3
7/26/2019,0.5,6,26,25,0.058,61,43,40,18.2,64,8,11,64,84,62,73,7,4
7/27/2019,0.4,5,23,22,0.056,54,33,31,23.3,75,3,4,75,87,65,76,7,5
7/28/2019,0.2,2,4,4,0.056,54,22,20,14.9,57,1,1,57,89,73,81,7,6
7/29/2019,0.3,3,10,9,0.051,47,29,27,14.1,55,1,1,55,90,72,81,7,0
7/30/2019,0.3,3,26,25,0.044,41,23,21,6.6,28,1,1,41,85,71,78,7,1
7/31/2019,0.4,5,19,18,,,24,22,8.8,37,1,1,37,81,66,73.5,7,2
8/1/2019,,,25,24,0.047,44,23,21,7.8,33,1,1,44,82,62,72,8,3
8/2/2019,,,35,33,0.051,47,31,29,12.1,51,1,1,51,82,62,72,8,4
8/3/2019,,,35,33,0.054,50,48,44,14.4,56,3,4,56,84,61,72.5,8,5
8/4/2019,,,20,19,0.065,84,37,34,14.4,56,5,7,84,88,62,75,8,6
8/5/2019,,,26,25,,,52,48,18.3,64,11,16,64,87,65,76,8,0
8/6/2019,0.4,5,24,23,0.044,41,26,24,11.6,48,1,1,48,88,69,78.5,8,1
8/7/2019,0.3,3,,,0.052,48,18,17,12.7,52,1,1,52,82,67,74.5,8,2
8/8/2019,0.3,3,17,16,0.043,40,16,15,7.4,31,2,3,40,83,67,75,8,3
8/9/2019,0.3,3,8,8,0.04,37,10,9,4.6,19,1,1,37,80,62,71,8,4
8/10/2019,0.3,3,23,22,0.039,36,16,15,5.7,24,2,3,36,79,61,70,8,5
8/11/2019,0.3,3,16,15,0.054,50,25,23,12,50,6,9,50,83,59,71,8,6
8/12/2019,0.5,6,29,27,0.045,42,46,43,13,53,4,6,53,82,65,73.5,8,0
8/13/2019,0.5,6,20,19,0.049,45,22,20,14.5,56,1,1,56,78,70,74,8,1
8/14/2019,0.3,3,12,11,0.038,35,18,17,8.9,37,1,1,37,81,65,73,8,2
8/15/2019,0.4,5,24,23,0.041,38,29,27,12.2,51,2,3,51,83,65,74,8,3
8/16/2019,0.3,3,22,21,0.049,45,20,19,12.2,51,3,4,51,82,69,75.5,8,4
8/17/2019,0.4,5,29,27,0.048,44,27,25,13.3,54,14,20,54,87,69,78,8,5
8/18/2019,0.4,5,16,15,0.047,44,20,19,9.4,39,3,4,44,91,68,79.5,8,6
8/19/2019,0.3,3,22,21,0.052,48,13,12,4,17,2,3,48,84,66,75,8,0
8/20/2019,0.4,5,30,28,0.056,54,34,31,11.8,49,2,3,54,90,68,79,8,1
8/21/2019,0.2,2,13,12,0.049,45,17,16,9.3,39,2,3,45,86,72,79,8,2
8/22/2019,0.3,3,15,14,0.026,24,7,6,5,21,1,1,24,76,65,70.5,8,3
8/23/2019,0.3,3,15,14,0.028,26,7,6,3.2,13,1,1,26,75,62,68.5,8,4
8/24/2019,0.3,3,12,11,0.029,27,7,6,4.3,18,1,1,27,74,62,68,8,5
8/25/2019,0.2,2,8,8,0.042,39,11,10,4.5,19,1,1,39,79,58,68.5,8,6
8/26/2019,0.3,3,13,12,0.039,36,30,28,7.6,32,1,1,36,80,62,71,8,0
8/27/2019,0.6,7,,,0.013,12,18,17,6.8,28,1,1,28,75,67,71,8,1
8/28/2019,0.3,3,,,0.036,33,16,15,6.3,26,1,1,33,80,62,71,8,2
8/29/2019,0.3,3,,,0.039,36,23,21,8.6,36,1,1,36,81,57,69,8,3
8/30/2019,0.4,5,,,0.05,46,19,18,6.8,28,1,1,46,80,62,71,8,4
8/31/2019,0.4,5,,,0.033,31,10,9,4.5,19,1,1,31,76,58,67,8,5
9/1/2019,0.3,3,,,0.036,33,22,20,10.5,44,1,1,44,79,63,71,9,6
9/2/2019,0.4,5,,,0.044,41,15,14,9.7,40,1,1,41,81,66,73.5,9,0
9/3/2019,0.4,5,,,0.038,35,40,37,9.8,41,1,1,41,83,61,72,9,1
9/4/2019,0.3,3,,,0.031,29,18,17,6,25,0,0,29,77,58,67.5,9,2
9/5/2019,0.3,3,,,0.034,31,26,24,9.1,38,2,3,38,74,52,63,9,3
9/6/2019,0.5,6,30,28,0.044,41,45,42,12.6,52,5,7,52,76,50,63,9,4
9/7/2019,0.4,5,30,28,0.042,39,25,23,12.7,52,1,1,52,76,60,68,9,5
9/8/2019,0.3,3,18,17,0.027,25,13,12,6.4,27,0,0,27,75,61,68,9,6
9/9/2019,0.2,2,18,17,0.03,28,17,16,6.1,25,0,0,28,78,61,69.5,9,0
9/10/2019,0.4,5,25,24,0.058,61,56,51,12.8,52,,,61,91,60,75.5,9,1
9/11/2019,0.4,5,25,24,0.047,44,34,31,12.9,53,,,53,94,71,82.5,9,2
9/12/2019,0.3,3,,,0.03,28,11,10,5.7,24,0,0,28,78,66,72,9,3
9/13/2019,0.3,3,11,10,,,43,40,12.2,51,3,4,51,92,66,79,9,4
9/14/2019,0.3,3,21,20,0.04,37,18,17,2.8,12,2,3,37,78,62,70,9,5
9/15/2019,0.4,5,19,18,0.031,29,40,37,11.8,49,11,16,49,77,59,68,9,6
9/16/2019,0.3,3,24,23,0.043,40,24,22,8.6,36,2,3,40,81,65,73,9,0
9/17/2019,0.3,3,14,13,0.035,32,14,13,5.2,22,0,0,32,77,63,70,9,1
9/18/2019,0.2,2,27,25,0.042,39,28,26,6.4,27,3,4,39,81,59,70,9,2
9/19/2019,0.3,3,23,22,0.054,50,47,44,11.8,49,3,4,50,82,59,70.5,9,3
9/20/2019,0.3,3,23,22,0.055,51,49,45,16.3,60,3,4,60,87,61,74,9,4
9/21/2019,0.4,5,23,22,0.065,84,52,48,32,93,5,7,93,90,66,78,9,5
9/22/2019,0.3,3,16,15,0.057,58,43,40,16.1,59,1,1,59,91,72,81.5,9,6
9/23/2019,0.2,2,8,8,0.04,37,14,13,5.1,21,0,0,37,80,66,73,9,0
9/24/2019,0.3,3,32,30,0.039,36,15,14,4,17,2,3,36,79,54,66.5,9,1
9/25/2019,0.3,3,27,25,0.05,46,49,45,9.2,38,6,9,46,83,57,70,9,2
9/26/2019,0.2,2,31,29,0.04,37,19,18,5.9,25,1,1,37,75,51,63,9,3
9/27/2019,0.4,5,29,27,0.049,45,50,46,9.9,41,20,29,46,85,48,66.5,9,4
9/28/2019,0.2,2,18,17,0.041,38,15,14,4.1,17,2,3,38,84,66,75,9,5
9/29/2019,0.2,2,15,14,0.028,26,9,8,3.6,15,0,0,26,72,65,68.5,9,6
9/30/2019,0.4,5,19,18,0.037,34,27,25,11.6,48,2,3,48,85,66,75.5,9,0
10/1/2019,0.4,5,30,28,0.04,37,40,37,12.3,51,,,51,93,70,81.5,10,1
10/2/2019,0.2,2,18,17,0.026,24,21,19,7.9,33,1,1,33,84,64,74,10,2
10/3/2019,0.4,5,10,9,0.022,20,15,14,10.2,43,0,0,43,84,62,73,10,3
10/4/2019,0.2,2,7,7,0.025,23,5,5,3.3,14,0,0,23,63,51,57,10,4
10/5/2019,0.2,2,11,10,0.035,32,11,10,3.1,13,,,32,70,44,57,10,5
10/6/2019,0.3,3,10,9,0.037,34,19,18,8.8,37,6,9,37,75,59,67,10,6
10/7/2019,0.3,3,22,21,0.019,18,16,15,7.3,30,0,0,30,65,50,57.5,10,0
10/8/2019,0.4,5,16,15,0.034,31,28,26,12,50,5,7,50,72,43,57.5,10,1
10/9/2019,0.3,3,20,19,,,23,21,6.6,28,1,1,28,73,47,60,10,2
10/10/2019,0.3,3,26,25,0.034,31,32,30,8.2,34,2,3,34,77,46,61.5,10,3
10/11/2019,0.3,3,24,23,0.043,40,46,43,9.7,40,1,1,43,82,60,71,10,4
10/12/2019,0.4,5,15,14,0.032,30,8,7,6,25,11,16,30,66,43,54.5,10,5
10/13/2019,0.4,5,14,13,0.041,38,11,10,3.7,15,0,0,38,68,43,55.5,10,6
10/14/2019,0.2,2,21,20,0.028,26,16,15,5,21,0,0,26,58,42,50,10,0
10/15/2019,0.3,3,21,20,0.04,37,36,33,,,3,4,37,71,36,53.5,10,1
10/16/2019,0.2,2,11,10,0.028,26,11,10,,,7,10,26,65,47,56,10,2
10/17/2019,0.1,1,7,7,0.028,26,9,8,,,0,0,26,53,47,50,10,3
10/18/2019,0.5,6,24,23,0.025,23,11,10,,,0,0,23,57,41,49,10,4
10/19/2019,0.5,6,23,22,0.032,30,24,22,,,2,3,30,66,37,51.5,10,5
10/20/2019,0.4,5,31,29,0.041,38,28,26,,,3,4,38,72,46,59,10,6
10/21/2019,0.5,6,27,25,0.038,35,41,38,,,7,10,38,75,50,62.5,10,0
10/22/2019,0.2,2,17,16,0.033,31,17,16,,,0,0,31,67,50,58.5,10,1
10/23/2019,0.2,2,11,10,0.032,30,21,19,9.3,39,5,7,39,62,45,53.5,10,2
10/24/2019,0.3,3,,,0.03,28,19,18,9.9,41,0,0,41,65,49,57,10,3
10/25/2019,0.3,3,27,25,0.026,24,30,28,20.9,70,2,3,70,57,43,50,10,4
10/26/2019,0.5,6,20,19,0.027,25,16,15,18.6,65,0,0,65,58,42,50,10,5
10/27/2019,0.2,2,18,17,0.028,26,11,10,9.6,40,,,40,63,43,53,10,6
10/28/2019,0.6,7,40,38,0.032,30,36,33,,,5,7,38,68,39,53.5,10,0
10/29/2019,0.7,8,30,28,,,31,29,,,0,0,29,63,42,52.5,10,1
10/30/2019,0.4,5,19,18,0.009,8,17,16,15.4,58,0,0,58,64,52,58,10,2
10/31/2019,0.3,3,15,14,0.021,19,9,8,12.3,51,0,0,51,65,36,50.5,10,3
11/1/2019,0.3,3,22,21,0.021,19,13,12,12.4,52,0,0,52,41,31,36,11,4
11/2/2019,0.3,3,18,17,0.023,21,13,12,17.7,63,6,9,63,47,33,40,11,5
11/3/2019,0.2,2,14,13,0.026,24,9,8,10.3,43,1,1,43,48,34,41,11,6
11/4/2019,0.3,3,22,21,0.032,30,29,27,12,50,8,11,50,59,43,51,11,0
11/5/2019,0.2,2,20,19,0.029,27,14,13,12.7,52,0,0,52,53,34,43.5,11,1
11/6/2019,0.4,5,23,22,0.024,22,22,20,,,2,3,22,50,30,40,11,2
11/7/2019,0.4,5,10,9,0.032,30,8,7,,,0,0,30,48,33,40.5,11,3
11/8/2019,0.3,3,23,22,0.026,24,9,8,,,3,4,24,38,24,31,11,4
11/9/2019,0.5,6,24,23,0.026,24,12,11,,,3,4,24,40,24,32,11,5
11/10/2019,0.3,3,13,12,0.023,21,18,17,,,2,3,21,54,38,46,11,6
11/11/2019,0.3,3,18,17,0.029,27,7,6,,,0,0,27,45,33,39,11,0
11/12/2019,0.2,2,7,7,0.031,29,12,11,2.3,10,0,0,29,33,22,27.5,11,1
11/13/2019,0.4,5,18,17,0.029,27,18,17,6.4,27,5,7,27,28,13,20.5,11,2
11/14/2019,0.4,5,20,19,0.022,20,17,16,11.8,49,1,1,49,37,27,32,11,3
11/15/2019,0.3,3,14,13,0.032,30,17,16,18.1,64,2,3,64,38,29,33.5,11,4
11/16/2019,0.3,3,23,22,0.036,33,8,7,3.1,13,0,0,33,40,30,35,11,5
11/17/2019,0.3,3,18,17,0.03,28,18,17,8.5,35,3,4,35,49,27,38,11,6
