date_sitename,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val
"11/06/2017, Galleria",0.3,3.0,,,,,,,,,,
"11/06/2017, Harvard Yards",,,,,,,,,3.6,15.0,1.0,1.0
"11/06/2017, Mentor",0.2,2.0,,,,,,,,,,
"11/06/2017, Painesville",,,,,,,,,1.8,8.0,1.0,1.0
"11/06/2017, Painesville",,,,,,,,,4.1,17.0,1.0,1.0
"11/06/2017, St Theodosius",,,,,,,5.0,5.0,2.4,10.0,0.0,0.0
"11/06/2017, St Theodosius",,,,,,,5.0,5.0,2.6,11.0,0.0,0.0
"11/07/2017, Barr School",,,,,,,,,1.5,6.0,,
"11/07/2017, Chippewa",,,,,,,,,5.6,23.0,,
"11/07/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/07/2017, Cleveland Near Road",0.1,1.0,,,,,,,,,,
"11/07/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/07/2017, GT Craig NCore",0.3,3.0,14.0,13.0,0.024,22.0,11.0,10.0,2.2,9.0,0.0,0.0
"11/07/2017, GT Craig NCore",0.3,3.0,14.0,13.0,0.024,22.0,11.0,10.0,2.2,9.0,0.3,0.0
"11/07/2017, Galleria",0.2,2.0,,,,,,,,,,
"11/07/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"11/07/2017, Mentor",0.4,5.0,,,,,,,,,,
"11/07/2017, Painesville",,,,,,,,,4.5,19.0,1.0,1.0
"11/07/2017, St Theodosius",,,,,,,11.0,10.0,,,0.0,0.0
"11/08/2017, Barr School",,,,,,,,,2.5,10.0,,
"11/08/2017, Chippewa",,,,,,,,,7.0,29.0,,
"11/08/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/08/2017, Cleveland Near Road",0.4,5.0,,,,,,,,,,
"11/08/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/08/2017, GT Craig NCore",0.5,6.0,34.0,32.0,,,29.0,27.0,8.3,35.0,10.0,14.0
"11/08/2017, GT Craig NCore",0.5,6.0,34.0,32.0,,,29.0,27.0,8.3,35.0,10.6,14.0
"11/08/2017, Galleria",0.4,5.0,,,,,,,,,,
"11/08/2017, Harvard Yards",,,,,,,,,,,3.0,4.0
"11/08/2017, Mentor",0.3,3.0,,,,,,,,,,
"11/08/2017, Painesville",,,,,,,,,7.0,29.0,1.0,1.0
"11/08/2017, St Theodosius",,,,,,,27.0,25.0,,,6.0,9.0
"11/09/2017, Barr School",,,,,,,13.0,12.0,10.8,45.0,,
"11/09/2017, Barr School",,,,,,,13.0,12.0,11.3,47.0,,
"11/09/2017, Barr School",,,,,,,13.0,12.0,3.5,15.0,,
"11/09/2017, Brookpark",,,,,,,17.0,16.0,9.0,38.0,,
"11/09/2017, Chippewa",,,,,,,,,8.6,36.0,,
"11/09/2017, Chippewa",,,,,,,,,9.5,40.0,,
"11/09/2017, Cleveland Fire St13",,,,,,,37.0,34.0,12.8,52.0,0.0,0.0
"11/09/2017, Cleveland Near Road",0.3,3.0,31.0,29.0,,,,,7.7,32.0,,
"11/09/2017, District 6",,,,,,,,,8.7,36.0,,
"11/09/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/09/2017, FAIRPORT HIGH SCHOOL",,,,,,,17.0,16.0,,,,
"11/09/2017, FAIRPORT HIGH SCHOOL",,,,,,,18.0,17.0,,,,
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,49.0,45.0,17.3,62.0,10.0,14.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,49.0,45.0,17.3,62.0,11.1,16.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,49.0,45.0,20.1,68.0,10.0,14.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,49.0,45.0,20.1,68.0,11.1,16.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,49.0,45.0,17.8,63.0,10.0,14.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,49.0,45.0,17.8,63.0,11.1,16.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,43.0,40.0,17.3,62.0,10.0,14.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,43.0,40.0,17.3,62.0,11.1,16.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,43.0,40.0,20.1,68.0,10.0,14.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,43.0,40.0,20.1,68.0,11.1,16.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,43.0,40.0,17.8,63.0,10.0,14.0
"11/09/2017, GT Craig NCore",0.7,8.0,30.0,28.0,,,43.0,40.0,17.8,63.0,11.1,16.0
"11/09/2017, Galleria",1.6,18.0,,,,,,,,,,
"11/09/2017, Harvard Yards",,,,,,,41.0,38.0,20.4,68.0,2.0,3.0
"11/09/2017, Harvard Yards",,,,,,,41.0,38.0,21.6,71.0,2.0,3.0
"11/09/2017, Mentor",0.3,3.0,,,,,,,,,,
"11/09/2017, Painesville",,,,,,,,,7.4,31.0,1.0,1.0
"11/09/2017, Painesville",,,,,,,,,7.6,32.0,1.0,1.0
"11/09/2017, Painesville",,,,,,,,,7.5,31.0,1.0,1.0
"11/09/2017, Southerly WWTP",,,,,,,,,9.9,41.0,,
"11/09/2017, St Theodosius",,,,,,,29.0,27.0,15.0,57.0,4.0,6.0
"11/09/2017, St Theodosius",,,,,,,29.0,27.0,17.6,63.0,4.0,6.0
"11/10/2017, Barr School",,,,,,,,,0.2,1.0,,
"11/10/2017, Chippewa",,,,,,,,,4.7,20.0,,
"11/10/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/10/2017, Cleveland Near Road",0.3,3.0,12.0,11.0,,,,,,,,
"11/10/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/10/2017, GT Craig NCore",0.2,2.0,,,0.031,29.0,8.0,7.0,0.9,4.0,0.0,0.0
"11/10/2017, GT Craig NCore",0.2,2.0,,,0.031,29.0,8.0,7.0,0.9,4.0,0.8,0.0
"11/10/2017, Galleria",0.2,2.0,,,,,,,,,,
"11/10/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"11/10/2017, Mentor",0.2,2.0,,,,,,,,,,
"11/10/2017, Painesville",,,,,,,,,4.0,17.0,1.0,1.0
"11/10/2017, St Theodosius",,,,,,,8.0,7.0,,,0.0,0.0
"11/11/2017, Barr School",,,,,,,,,3.1,13.0,,
"11/11/2017, Chippewa",,,,,,,,,10.1,42.0,,
"11/11/2017, Cleveland Fire St13",,,,,,,,,,,4.0,6.0
"11/11/2017, Cleveland Near Road",0.3,3.0,23.0,22.0,,,,,,,,
"11/11/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/11/2017, GT Craig NCore",0.4,5.0,30.0,28.0,0.029,27.0,15.0,14.0,6.3,26.0,26.0,37.0
"11/11/2017, GT Craig NCore",0.4,5.0,30.0,28.0,0.029,27.0,15.0,14.0,6.3,26.0,27.4,39.0
"11/11/2017, Galleria",0.5,6.0,,,,,,,,,,
"11/11/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"11/11/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/11/2017, Painesville",,,,,,,,,5.9,25.0,0.0,0.0
"11/11/2017, St Theodosius",,,,,,,18.0,17.0,,,9.0,13.0
"11/12/2017, Barr School",,,,,,,,,15.8,59.0,,
"11/12/2017, Barr School",,,,,,,,,10.0,42.0,,
"11/12/2017, Brookpark",,,,,,,,,12.9,53.0,,
"11/12/2017, Chippewa",,,,,,,,,18.9,65.0,,
"11/12/2017, Chippewa",,,,,,,,,19.3,66.0,,
"11/12/2017, Cleveland Fire St13",,,,,,,,,14.8,57.0,1.0,1.0
"11/12/2017, Cleveland Near Road",0.4,5.0,29.0,27.0,,,,,11.2,47.0,,
"11/12/2017, District 6",,,,,,,,,10.5,44.0,,
"11/12/2017, Eastlake",,,,,,,,,,,1.0,1.0
"11/12/2017, GT Craig NCore",0.5,6.0,35.0,33.0,0.018,17.0,27.0,25.0,16.6,60.0,8.0,11.0
"11/12/2017, GT Craig NCore",0.5,6.0,35.0,33.0,0.018,17.0,27.0,25.0,16.6,60.0,8.8,11.0
"11/12/2017, GT Craig NCore",0.5,6.0,35.0,33.0,0.018,17.0,27.0,25.0,16.9,61.0,8.0,11.0
"11/12/2017, GT Craig NCore",0.5,6.0,35.0,33.0,0.018,17.0,27.0,25.0,16.9,61.0,8.8,11.0
"11/12/2017, Galleria",0.8,9.0,,,,,,,,,,
"11/12/2017, Harvard Yards",,,,,,,,,18.6,65.0,2.0,3.0
"11/12/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/12/2017, Painesville",,,,,,,,,12.5,52.0,1.0,1.0
"11/12/2017, Painesville",,,,,,,,,12.2,51.0,1.0,1.0
"11/12/2017, St Theodosius",,,,,,,33.0,31.0,17.4,62.0,23.0,33.0
"11/12/2017, St Theodosius",,,,,,,33.0,31.0,18.0,63.0,23.0,33.0
"11/13/2017, Barr School",,,,,,,,,4.5,19.0,,
"11/13/2017, Chippewa",,,,,,,,,13.4,54.0,,
"11/13/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/13/2017, Cleveland Near Road",0.3,3.0,24.0,23.0,,,,,,,,
"11/13/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/13/2017, GT Craig NCore",,,32.0,30.0,0.024,22.0,18.0,17.0,,,1.0,1.0
"11/13/2017, GT Craig NCore",,,32.0,30.0,0.024,22.0,18.0,17.0,,,1.5,1.0
"11/13/2017, Galleria",0.6,7.0,,,,,,,,,,
"11/13/2017, Harvard Yards",,,,,,,,,,,2.0,3.0
"11/13/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/13/2017, Painesville",,,,,,,,,9.5,40.0,1.0,1.0
"11/13/2017, St Theodosius",,,,,,,21.0,19.0,,,1.0,1.0
"11/14/2017, Barr School",,,,,,,,,6.4,27.0,,
"11/14/2017, Chippewa",,,,,,,,,14.0,55.0,,
"11/14/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/14/2017, Cleveland Near Road",0.3,3.0,29.0,27.0,,,,,,,,
"11/14/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/14/2017, GT Craig NCore",0.4,5.0,32.0,30.0,0.017,16.0,22.0,20.0,16.6,60.0,2.0,3.0
"11/14/2017, GT Craig NCore",0.4,5.0,32.0,30.0,0.017,16.0,22.0,20.0,16.6,60.0,2.7,3.0
"11/14/2017, Galleria",0.5,6.0,,,,,,,,,,
"11/14/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"11/14/2017, Mentor",0.0,0.0,,,,,,,,,,
"11/14/2017, Painesville",,,,,,,,,10.9,45.0,2.0,3.0
"11/14/2017, St Theodosius",,,,,,,28.0,26.0,,,1.0,1.0
"11/15/2017, Barr School",,,,,,,14.0,13.0,13.3,54.0,,
"11/15/2017, Barr School",,,,,,,14.0,13.0,13.3,54.0,,
"11/15/2017, Barr School",,,,,,,14.0,13.0,6.0,25.0,,
"11/15/2017, Brookpark",,,,,,,17.0,16.0,11.2,47.0,,
"11/15/2017, Chippewa",,,,,,,,,13.5,54.0,,
"11/15/2017, Chippewa",,,,,,,,,11.5,48.0,,
"11/15/2017, Cleveland Fire St13",,,,,,,21.0,19.0,12.9,53.0,0.0,0.0
"11/15/2017, Cleveland Near Road",0.2,2.0,16.0,15.0,,,,,10.6,44.0,,
"11/15/2017, District 6",,,,,,,,,10.0,42.0,,
"11/15/2017, Eastlake",,,,,,,,,,,2.0,3.0
"11/15/2017, FAIRPORT HIGH SCHOOL",,,,,,,13.0,12.0,,,,
"11/15/2017, FAIRPORT HIGH SCHOOL",,,,,,,13.0,12.0,,,,
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,48.0,44.0,16.8,61.0,5.0,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,48.0,44.0,16.8,61.0,5.9,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,48.0,44.0,17.1,62.0,5.0,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,48.0,44.0,17.1,62.0,5.9,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,48.0,44.0,17.0,61.0,5.0,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,48.0,44.0,17.0,61.0,5.9,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,38.0,35.0,16.8,61.0,5.0,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,38.0,35.0,16.8,61.0,5.9,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,38.0,35.0,17.1,62.0,5.0,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,38.0,35.0,17.1,62.0,5.9,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,38.0,35.0,17.0,61.0,5.0,7.0
"11/15/2017, GT Craig NCore",0.4,5.0,27.0,25.0,0.015,14.0,38.0,35.0,17.0,61.0,5.9,7.0
"11/15/2017, Galleria",0.5,6.0,,,,,,,,,,
"11/15/2017, Harvard Yards",,,,,,,49.0,45.0,21.6,71.0,1.0,1.0
"11/15/2017, Harvard Yards",,,,,,,49.0,45.0,22.9,74.0,1.0,1.0
"11/15/2017, Mentor",0.0,0.0,,,,,,,,,,
"11/15/2017, Painesville",,,,,,,,,10.8,45.0,3.0,4.0
"11/15/2017, Painesville",,,,,,,,,11.2,47.0,3.0,4.0
"11/15/2017, Painesville",,,,,,,,,8.3,35.0,3.0,4.0
"11/15/2017, Southerly WWTP",,,,,,,,,12.5,52.0,,
"11/15/2017, St Theodosius",,,,,,,37.0,34.0,21.5,71.0,11.0,16.0
"11/15/2017, St Theodosius",,,,,,,37.0,34.0,21.5,71.0,11.0,16.0
"11/16/2017, Barr School",,,,,,,,,1.5,6.0,,
"11/16/2017, Chippewa",,,,,,,,,5.4,23.0,,
"11/16/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/16/2017, Cleveland Near Road",0.3,3.0,13.0,12.0,,,,,,,,
"11/16/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/16/2017, GT Craig NCore",0.2,2.0,11.0,10.0,0.023,21.0,7.0,6.0,2.8,12.0,0.0,0.0
"11/16/2017, GT Craig NCore",0.2,2.0,11.0,10.0,0.023,21.0,7.0,6.0,2.8,12.0,0.1,0.0
"11/16/2017, Galleria",0.3,3.0,,,,,,,,,,
"11/16/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"11/16/2017, Mentor",0.0,0.0,,,,,,,,,,
"11/16/2017, Painesville",,,,,,,,,4.8,20.0,1.0,1.0
"11/16/2017, St Theodosius",,,,,,,6.0,6.0,,,0.0,0.0
"11/17/2017, Barr School",,,,,,,,,1.0,4.0,,
"11/17/2017, Chippewa",,,,,,,,,5.7,24.0,,
"11/17/2017, Cleveland Fire St13",,,,,,,14.0,13.0,,,0.0,0.0
"11/17/2017, Cleveland Near Road",0.2,2.0,24.0,23.0,,,,,,,,
"11/17/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/17/2017, GT Craig NCore",0.3,3.0,12.0,11.0,0.021,19.0,18.0,17.0,3.8,16.0,3.0,4.0
"11/17/2017, GT Craig NCore",0.3,3.0,12.0,11.0,0.021,19.0,18.0,17.0,3.8,16.0,2.9,3.0
"11/17/2017, Galleria",0.2,2.0,,,,,,,,,,
"11/17/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"11/17/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/17/2017, Painesville",,,,,,,,,4.9,20.0,2.0,3.0
"11/17/2017, St Theodosius",,,,,,,24.0,22.0,,,12.0,17.0
"11/18/2017, Barr School",,,,,,,,,4.7,20.0,,
"11/18/2017, Barr School",,,,,,,,,2.8,12.0,,
"11/18/2017, Chippewa",,,,,,,,,4.7,20.0,,
"11/18/2017, Chippewa",,,,,,,,,5.8,24.0,,
"11/18/2017, Cleveland Fire St13",,,,,,,,,5.6,23.0,0.0,0.0
"11/18/2017, Cleveland Near Road",0.2,2.0,9.0,8.0,,,,,5.1,21.0,,
"11/18/2017, District 6",,,,,,,,,4.8,20.0,,
"11/18/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/18/2017, GT Craig NCore",0.5,6.0,18.0,17.0,0.023,21.0,15.0,14.0,8.6,36.0,0.0,0.0
"11/18/2017, GT Craig NCore",0.5,6.0,18.0,17.0,0.023,21.0,15.0,14.0,8.6,36.0,4.4,6.0
"11/18/2017, GT Craig NCore",0.5,6.0,18.0,17.0,0.023,21.0,15.0,14.0,7.3,30.0,0.0,0.0
"11/18/2017, GT Craig NCore",0.5,6.0,18.0,17.0,0.023,21.0,15.0,14.0,7.3,30.0,4.4,6.0
"11/18/2017, GT Craig NCore",0.5,6.0,18.0,17.0,0.023,21.0,15.0,14.0,9.3,39.0,0.0,0.0
"11/18/2017, GT Craig NCore",0.5,6.0,18.0,17.0,0.023,21.0,15.0,14.0,9.3,39.0,4.4,6.0
"11/18/2017, Galleria",0.5,6.0,,,,,,,,,,
"11/18/2017, Harvard Yards",,,,,,,,,11.3,47.0,3.0,4.0
"11/18/2017, Mentor",0.0,0.0,,,,,,,,,,
"11/18/2017, Painesville",,,,,,,,,4.8,20.0,2.0,3.0
"11/18/2017, Painesville",,,,,,,,,5.6,23.0,2.0,3.0
"11/18/2017, St Theodosius",,,,,,,26.0,24.0,13.8,55.0,10.0,14.0
"11/18/2017, St Theodosius",,,,,,,26.0,24.0,13.7,54.0,10.0,14.0
"11/19/2017, Barr School",,,,,,,,,2.2,9.0,,
"11/19/2017, Chippewa",,,,,,,,,4.4,18.0,,
"11/19/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/19/2017, Cleveland Near Road",0.2,2.0,7.0,7.0,,,,,,,,
"11/19/2017, Eastlake",,,,,,,,,,,1.0,1.0
"11/19/2017, GT Craig NCore",0.3,3.0,3.0,3.0,,,6.0,6.0,0.6,3.0,0.0,0.0
"11/19/2017, GT Craig NCore",0.3,3.0,3.0,3.0,,,6.0,6.0,0.6,3.0,0.0,0.0
"11/19/2017, Galleria",0.2,2.0,,,,,,,,,,
"11/19/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"11/19/2017, Mentor",0.0,0.0,,,,,,,,,,
"11/19/2017, Painesville",,,,,,,,,4.9,20.0,1.0,1.0
"11/19/2017, St Theodosius",,,,,,,5.0,5.0,,,0.0,0.0
"11/20/2017, Barr School",,,,,,,,,2.9,12.0,,
"11/20/2017, Chippewa",,,,,,,,,7.7,32.0,,
"11/20/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/20/2017, Cleveland Near Road",0.2,2.0,15.0,14.0,,,,,,,,
"11/20/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/20/2017, GT Craig NCore",,,16.0,15.0,0.028,26.0,13.0,12.0,5.4,23.0,1.0,1.0
"11/20/2017, GT Craig NCore",,,16.0,15.0,0.028,26.0,13.0,12.0,5.4,23.0,1.5,1.0
"11/20/2017, Galleria",0.3,3.0,,,,,,,,,,
"11/20/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"11/20/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/20/2017, Painesville",,,,,,,,,6.1,25.0,1.0,1.0
"11/20/2017, St Theodosius",,,,,,,15.0,14.0,,,0.0,0.0
"11/21/2017, Barr School",,,,,,,8.0,7.0,4.5,19.0,,
"11/21/2017, Barr School",,,,,,,8.0,7.0,4.8,20.0,,
"11/21/2017, Barr School",,,,,,,8.0,7.0,3.9,16.0,,
"11/21/2017, Brookpark",,,,,,,9.0,8.0,4.4,18.0,,
"11/21/2017, Chippewa",,,,,,,,,4.6,19.0,,
"11/21/2017, Chippewa",,,,,,,,,5.6,23.0,,
"11/21/2017, Cleveland Fire St13",,,,,,,19.0,18.0,6.8,28.0,0.0,0.0
"11/21/2017, Cleveland Fire St13",,,,,,,23.0,21.0,6.8,28.0,0.0,0.0
"11/21/2017, Cleveland Near Road",0.3,3.0,23.0,22.0,,,,,5.1,21.0,,
"11/21/2017, District 6",,,,,,,,,4.7,20.0,,
"11/21/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/21/2017, FAIRPORT HIGH SCHOOL",,,,,,,10.0,9.0,,,,
"11/21/2017, FAIRPORT HIGH SCHOOL",,,,,,,10.0,9.0,,,,
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,18.0,17.0,5.9,25.0,1.0,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,18.0,17.0,5.9,25.0,1.1,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,18.0,17.0,4.6,19.0,1.0,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,18.0,17.0,4.6,19.0,1.1,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,18.0,17.0,6.3,26.0,1.0,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,18.0,17.0,6.3,26.0,1.1,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,19.0,18.0,5.9,25.0,1.0,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,19.0,18.0,5.9,25.0,1.1,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,19.0,18.0,4.6,19.0,1.0,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,19.0,18.0,4.6,19.0,1.1,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,19.0,18.0,6.3,26.0,1.0,1.0
"11/21/2017, GT Craig NCore",0.4,5.0,16.0,15.0,0.031,29.0,19.0,18.0,6.3,26.0,1.1,1.0
"11/21/2017, Galleria",0.3,3.0,,,,,,,,,,
"11/21/2017, Harvard Yards",,,,,,,15.0,14.0,6.3,26.0,0.0,0.0
"11/21/2017, Harvard Yards",,,,,,,15.0,14.0,7.6,32.0,0.0,0.0
"11/21/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/21/2017, Painesville",,,,,,,,,4.7,20.0,2.0,3.0
"11/21/2017, Painesville",,,,,,,,,4.8,20.0,2.0,3.0
"11/21/2017, Painesville",,,,,,,,,7.0,29.0,2.0,3.0
"11/21/2017, Southerly WWTP",,,,,,,,,6.6,28.0,,
"11/21/2017, St Theodosius",,,,,,,11.0,10.0,5.9,25.0,0.0,0.0
"11/21/2017, St Theodosius",,,,,,,11.0,10.0,5.2,22.0,0.0,0.0
"11/22/2017, Barr School",,,,,,,,,1.2,5.0,,
"11/22/2017, Chippewa",,,,,,,,,5.2,22.0,,
"11/22/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/22/2017, Cleveland Near Road",0.3,3.0,17.0,16.0,,,,,,,,
"11/22/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/22/2017, GT Craig NCore",0.2,2.0,22.0,21.0,0.026,24.0,9.0,8.0,1.7,7.0,0.0,0.0
"11/22/2017, GT Craig NCore",0.2,2.0,22.0,21.0,0.026,24.0,9.0,8.0,1.7,7.0,0.7,0.0
"11/22/2017, Galleria",0.4,5.0,,,,,,,,,,
"11/22/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"11/22/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/22/2017, Painesville",,,,,,,,,4.6,19.0,1.0,1.0
"11/22/2017, St Theodosius",,,,,,,6.0,6.0,,,0.0,0.0
"11/23/2017, Barr School",,,,,,,,,1.0,4.0,,
"11/23/2017, Chippewa",,,,,,,,,8.8,37.0,,
"11/23/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/23/2017, Cleveland Near Road",0.3,3.0,12.0,11.0,,,,,,,,
"11/23/2017, Eastlake",,,,,,,,,,,1.0,1.0
"11/23/2017, GT Craig NCore",0.2,2.0,17.0,16.0,0.028,26.0,8.0,7.0,6.1,25.0,0.0,0.0
"11/23/2017, GT Craig NCore",0.2,2.0,17.0,16.0,0.028,26.0,8.0,7.0,6.1,25.0,0.8,0.0
"11/23/2017, Galleria",0.4,5.0,,,,,,,,,,
"11/23/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"11/23/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/23/2017, Painesville",,,,,,,,,5.6,23.0,2.0,3.0
"11/23/2017, St Theodosius",,,,,,,11.0,10.0,,,0.0,0.0
"11/24/2017, Barr School",,,,,,,,,7.6,32.0,,
"11/24/2017, Barr School",,,,,,,,,2.4,10.0,,
"11/24/2017, Brookpark",,,,,,,,,6.6,28.0,,
"11/24/2017, Chippewa",,,,,,,,,7.3,30.0,,
"11/24/2017, Chippewa",,,,,,,,,8.5,35.0,,
"11/24/2017, Cleveland Fire St13",,,,,,,,,7.5,31.0,1.0,1.0
"11/24/2017, Cleveland Near Road",0.3,3.0,21.0,20.0,,,,,7.9,33.0,,
"11/24/2017, District 6",,,,,,,,,7.3,30.0,,
"11/24/2017, Eastlake",,,,,,,,,,,1.0,1.0
"11/24/2017, GT Craig NCore",0.4,5.0,20.0,19.0,0.031,29.0,27.0,25.0,10.2,43.0,9.0,13.0
"11/24/2017, GT Craig NCore",0.4,5.0,20.0,19.0,0.031,29.0,27.0,25.0,10.2,43.0,9.5,13.0
"11/24/2017, GT Craig NCore",0.4,5.0,20.0,19.0,0.031,29.0,27.0,25.0,9.9,41.0,9.0,13.0
"11/24/2017, GT Craig NCore",0.4,5.0,20.0,19.0,0.031,29.0,27.0,25.0,9.9,41.0,9.5,13.0
"11/24/2017, GT Craig NCore",0.4,5.0,20.0,19.0,0.031,29.0,27.0,25.0,11.0,46.0,9.0,13.0
"11/24/2017, GT Craig NCore",0.4,5.0,20.0,19.0,0.031,29.0,27.0,25.0,11.0,46.0,9.5,13.0
"11/24/2017, Galleria",0.7,8.0,,,,,,,,,,
"11/24/2017, Harvard Yards",,,,,,,,,7.3,30.0,0.0,0.0
"11/24/2017, Mentor",0.1,1.0,,,,,,,,,,
"11/24/2017, Painesville",,,,,,,,,6.2,26.0,2.0,3.0
"11/24/2017, Painesville",,,,,,,,,6.3,26.0,2.0,3.0
"11/24/2017, St Theodosius",,,,,,,25.0,23.0,9.6,40.0,8.0,11.0
"11/24/2017, St Theodosius",,,,,,,25.0,23.0,9.7,40.0,8.0,11.0
"11/25/2017, Barr School",,,,,,,,,3.0,13.0,,
"11/25/2017, Chippewa",,,,,,,,,5.1,21.0,,
"11/25/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"11/25/2017, Cleveland Near Road",0.2,2.0,9.0,8.0,,,,,,,,
"11/25/2017, Eastlake",,,,,,,,,,,0.0,0.0
"11/25/2017, GT Craig NCore",0.3,3.0,10.0,9.0,0.031,29.0,12.0,11.0,3.1,13.0,0.0,0.0
"11/25/2017, GT Craig NCore",0.3,3.0,10.0,9.0,0.031,29.0,12.0,11.0,3.1,13.0,0.5,0.0
"11/25/2017, Galleria",0.2,2.0,,,,,,,,,,
"11/25/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
