date_sitename,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val
"04/02/2017, District 6",,,,,0.047,44.0,,,,,,
"04/02/2017, Eastlake",,,,,0.048,44.0,,,,,3.0,4.0
"04/02/2017, GT Craig NCore",0.5,6.0,29.0,27.0,0.041,38.0,,,11.7,49.0,2.0,3.0
"04/02/2017, GT Craig NCore",0.5,6.0,29.0,27.0,0.041,38.0,,,11.7,49.0,2.0,3.0
"04/02/2017, Galleria",0.5,6.0,,,,,,,,,,
"04/02/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"04/02/2017, Mayfield",,,,,0.046,43.0,,,,,,
"04/02/2017, Mentor",0.4,5.0,,,,,,,,,,
"04/02/2017, Notre Dame",,,,,0.051,47.0,,,,,,
"04/02/2017, Painesville",,,,,0.048,44.0,,,6.9,29.0,1.0,1.0
"04/02/2017, Sheffield",,,,,0.045,42.0,,,,,,
"04/02/2017, St Theodosius",,,,,,,17.0,16.0,,,4.0,6.0
"04/03/2017, Barr School",,,,,,,,,2.9,12.0,,
"04/03/2017, Berea BOE",,,,,0.039,36.0,,,,,,
"04/03/2017, Chippewa",,,,,0.042,39.0,,,5.8,24.0,,
"04/03/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/03/2017, Cleveland Near Road",0.2,2.0,8.0,8.0,,,,,,,,
"04/03/2017, District 6",,,,,0.045,42.0,,,,,,
"04/03/2017, Eastlake",,,,,0.045,42.0,,,,,1.0,1.0
"04/03/2017, GT Craig NCore",,,21.0,20.0,0.037,34.0,,,9.4,39.0,6.0,9.0
"04/03/2017, GT Craig NCore",,,21.0,20.0,0.037,34.0,,,9.4,39.0,5.0,7.0
"04/03/2017, Galleria",0.9,10.0,,,,,,,,,,
"04/03/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"04/03/2017, Mayfield",,,,,0.042,39.0,,,,,,
"04/03/2017, Mentor",0.3,3.0,,,,,,,,,,
"04/03/2017, Notre Dame",,,,,0.044,41.0,,,,,,
"04/03/2017, Painesville",,,,,0.041,38.0,,,7.7,32.0,4.0,6.0
"04/03/2017, Sheffield",,,,,0.043,40.0,,,,,,
"04/03/2017, St Theodosius",,,,,,,30.0,28.0,,,8.0,11.0
"04/04/2017, Barr School",,,,,,,,,3.6,15.0,,
"04/04/2017, Barr School",,,,,,,,,1.6,7.0,,
"04/04/2017, Berea BOE",,,,,0.039,36.0,,,,,,
"04/04/2017, Brookpark",,,,,,,,,2.9,12.0,,
"04/04/2017, Chippewa",,,,,0.042,39.0,,,3.4,14.0,,
"04/04/2017, Chippewa",,,,,0.042,39.0,,,4.6,19.0,,
"04/04/2017, Cleveland Fire St13",,,,,,,,,6.4,27.0,0.0,0.0
"04/04/2017, Cleveland Near Road",0.2,2.0,16.0,15.0,,,,,4.4,18.0,,
"04/04/2017, District 6",,,,,0.04,37.0,,,3.3,14.0,,
"04/04/2017, Eastlake",,,,,0.039,36.0,,,,,0.0,0.0
"04/04/2017, GT Craig NCore",0.3,3.0,,,0.036,33.0,,,3.8,16.0,0.0,0.0
"04/04/2017, GT Craig NCore",0.3,3.0,,,0.036,33.0,,,3.8,16.0,0.0,0.0
"04/04/2017, GT Craig NCore",0.3,3.0,,,0.036,33.0,,,5.3,22.0,0.0,0.0
"04/04/2017, GT Craig NCore",0.3,3.0,,,0.036,33.0,,,5.3,22.0,0.0,0.0
"04/04/2017, Galleria",1.0,11.0,,,,,,,,,,
"04/04/2017, Harvard Yards",,,,,,,,,4.4,18.0,0.0,0.0
"04/04/2017, Mayfield",,,,,0.038,35.0,,,,,,
"04/04/2017, Mentor",0.2,2.0,,,,,,,,,,
"04/04/2017, Notre Dame",,,,,0.042,39.0,,,,,,
"04/04/2017, Painesville",,,,,0.029,27.0,,,4.7,20.0,,
"04/04/2017, Painesville",,,,,0.029,27.0,,,6.6,28.0,,
"04/04/2017, Sheffield",,,,,0.039,36.0,,,,,,
"04/04/2017, St Theodosius",,,,,,,10.0,9.0,3.6,15.0,1.0,1.0
"04/04/2017, St Theodosius",,,,,,,10.0,9.0,3.7,15.0,1.0,1.0
"04/05/2017, Barr School",,,,,,,,,1.4,6.0,,
"04/05/2017, Berea BOE",,,,,0.044,41.0,,,,,,
"04/05/2017, Chippewa",,,,,0.048,44.0,,,2.8,12.0,,
"04/05/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/05/2017, Cleveland Near Road",0.2,2.0,12.0,11.0,,,,,,,,
"04/05/2017, District 6",,,,,0.048,44.0,,,,,,
"04/05/2017, Eastlake",,,,,0.045,42.0,,,,,0.0,0.0
"04/05/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.04,37.0,,,3.7,15.0,0.0,0.0
"04/05/2017, GT Craig NCore",0.3,3.0,27.0,25.0,0.04,37.0,,,3.7,15.0,0.0,0.0
"04/05/2017, Galleria",0.4,5.0,,,,,,,,,,
"04/05/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/05/2017, Mayfield",,,,,0.046,43.0,,,,,,
"04/05/2017, Mentor",0.4,5.0,,,,,,,,,,
"04/05/2017, Notre Dame",,,,,0.052,48.0,,,,,,
"04/05/2017, Painesville",,,,,0.041,38.0,,,3.6,15.0,2.0,3.0
"04/05/2017, Sheffield",,,,,0.043,40.0,,,,,,
"04/05/2017, St Theodosius",,,,,,,14.0,13.0,,,4.0,6.0
"04/06/2017, Barr School",,,,,,,,,1.3,5.0,,
"04/06/2017, Berea BOE",,,,,0.033,31.0,,,,,,
"04/06/2017, Chippewa",,,,,0.035,32.0,,,3.5,15.0,,
"04/06/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/06/2017, Cleveland Near Road",0.3,3.0,17.0,16.0,,,,,,,,
"04/06/2017, District 6",,,,,0.036,33.0,,,,,,
"04/06/2017, Eastlake",,,,,0.035,32.0,,,,,0.0,0.0
"04/06/2017, GT Craig NCore",0.3,3.0,21.0,20.0,0.032,30.0,,,4.2,18.0,1.0,1.0
"04/06/2017, GT Craig NCore",0.3,3.0,21.0,20.0,0.032,30.0,,,4.2,18.0,0.0,0.0
"04/06/2017, Galleria",0.4,5.0,,,,,,,,,,
"04/06/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/06/2017, Mayfield",,,,,0.034,31.0,,,,,,
"04/06/2017, Mentor",0.3,3.0,,,,,,,,,,
"04/06/2017, Notre Dame",,,,,0.035,32.0,,,,,,
"04/06/2017, Painesville",,,,,0.032,30.0,,,4.5,19.0,1.0,1.0
"04/06/2017, Sheffield",,,,,0.035,32.0,,,,,,
"04/06/2017, St Theodosius",,,,,,,10.0,9.0,,,2.0,3.0
"04/07/2017, Barr School",,,,,,,3.0,3.0,2.0,8.0,,
"04/07/2017, Barr School",,,,,,,3.0,3.0,1.7,7.0,,
"04/07/2017, Barr School",,,,,,,3.0,3.0,0.6,3.0,,
"04/07/2017, Berea BOE",,,,,0.042,39.0,,,,,,
"04/07/2017, Brookpark",,,,,,,3.0,3.0,2.1,9.0,,
"04/07/2017, Chippewa",,,,,0.044,41.0,,,1.9,8.0,,
"04/07/2017, Cleveland Fire St13",,,,,,,7.0,6.0,3.2,13.0,0.0,0.0
"04/07/2017, Cleveland Fire St13",,,,,,,8.0,7.0,3.2,13.0,0.0,0.0
"04/07/2017, Cleveland Near Road",0.2,2.0,,,,,,,2.0,8.0,,
"04/07/2017, District 6",,,,,0.044,41.0,,,2.0,8.0,,
"04/07/2017, Eastlake",,,,,0.044,41.0,,,,,0.0,0.0
"04/07/2017, FAIRPORT HIGH SCHOOL",,,,,,,2.0,2.0,,,,
"04/07/2017, FAIRPORT HIGH SCHOOL",,,,,,,2.0,2.0,,,,
"04/07/2017, GT Craig NCore",0.3,3.0,33.0,31.0,0.039,36.0,10.0,9.0,3.1,13.0,0.0,0.0
"04/07/2017, GT Craig NCore",0.3,3.0,33.0,31.0,0.039,36.0,10.0,9.0,3.1,13.0,0.0,0.0
"04/07/2017, GT Craig NCore",0.3,3.0,33.0,31.0,0.039,36.0,10.0,9.0,0.0,0.0,0.0,0.0
"04/07/2017, GT Craig NCore",0.3,3.0,33.0,31.0,0.039,36.0,10.0,9.0,0.0,0.0,0.0,0.0
"04/07/2017, Galleria",0.3,3.0,,,,,,,,,,
"04/07/2017, Harvard Yards",,,,,,,16.0,15.0,6.3,26.0,0.0,0.0
"04/07/2017, Mayfield",,,,,0.042,39.0,,,,,,
"04/07/2017, Mentor",0.3,3.0,,,,,,,,,,
"04/07/2017, Notre Dame",,,,,0.047,44.0,,,,,,
"04/07/2017, Painesville",,,,,0.04,37.0,,,1.4,6.0,1.0,1.0
"04/07/2017, Painesville",,,,,0.04,37.0,,,1.3,5.0,1.0,1.0
"04/07/2017, Painesville",,,,,0.04,37.0,,,3.6,15.0,1.0,1.0
"04/07/2017, Sheffield",,,,,0.044,41.0,,,,,,
"04/07/2017, St Theodosius",,,,,,,6.0,6.0,2.5,10.0,1.0,1.0
"04/07/2017, St Theodosius",,,,,,,6.0,6.0,2.4,10.0,1.0,1.0
"04/08/2017, Barr School",,,,,,,,,2.3,10.0,,
"04/08/2017, Berea BOE",,,,,0.045,42.0,,,,,,
"04/08/2017, Chippewa",,,,,0.045,42.0,,,3.0,13.0,,
"04/08/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/08/2017, District 6",,,,,0.044,41.0,,,,,,
"04/08/2017, Eastlake",,,,,0.043,40.0,,,,,0.0,0.0
"04/08/2017, GT Craig NCore",0.5,6.0,43.0,41.0,0.037,34.0,,,5.2,22.0,3.0,4.0
"04/08/2017, GT Craig NCore",0.5,6.0,43.0,41.0,0.037,34.0,,,5.2,22.0,3.0,4.0
"04/08/2017, Galleria",0.6,7.0,,,,,,,,,,
"04/08/2017, Harvard Yards",,,,,,,,,,,4.0,6.0
"04/08/2017, Mayfield",,,,,0.043,40.0,,,,,,
"04/08/2017, Mentor",0.4,5.0,,,,,,,,,,
"04/08/2017, Notre Dame",,,,,0.047,44.0,,,,,,
"04/08/2017, Painesville",,,,,0.039,36.0,,,5.2,22.0,2.0,3.0
"04/08/2017, Sheffield",,,,,0.045,42.0,,,,,,
"04/08/2017, St Theodosius",,,,,,,15.0,14.0,,,14.0,20.0
"04/09/2017, Barr School",,,,,,,,,5.2,22.0,,
"04/09/2017, Berea BOE",,,,,0.055,51.0,,,,,,
"04/09/2017, Chippewa",,,,,0.058,61.0,,,6.3,26.0,,
"04/09/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/09/2017, District 6",,,,,0.059,64.0,,,,,,
"04/09/2017, Eastlake",,,,,0.06,67.0,,,,,0.0,0.0
"04/09/2017, GT Craig NCore",0.5,6.0,31.0,29.0,0.046,43.0,,,,,13.0,19.0
"04/09/2017, GT Craig NCore",0.5,6.0,31.0,29.0,0.046,43.0,,,,,13.0,19.0
"04/09/2017, Galleria",1.0,11.0,,,,,,,,,,
"04/09/2017, Harvard Yards",,,,,,,,,,,13.0,19.0
"04/09/2017, Mayfield",,,,,0.058,61.0,,,,,,
"04/09/2017, Mentor",0.4,5.0,,,,,,,,,,
"04/09/2017, Notre Dame",,,,,0.063,77.0,,,,,,
"04/09/2017, Painesville",,,,,0.058,61.0,,,5.7,24.0,1.0,1.0
"04/09/2017, Sheffield",,,,,0.056,54.0,,,,,,
"04/09/2017, St Theodosius",,,,,,,45.0,42.0,,,35.0,50.0
"04/10/2017, Barr School",,,,,,,,,7.3,30.0,,
"04/10/2017, Barr School",,,,,,,,,7.3,30.0,,
"04/10/2017, Berea BOE",,,,,0.057,58.0,,,,,,
"04/10/2017, Brookpark",,,,,,,,,7.9,33.0,,
"04/10/2017, Chippewa",,,,,0.06,67.0,,,6.2,26.0,,
"04/10/2017, Cleveland Fire St13",,,,,,,,,9.2,38.0,0.0,0.0
"04/10/2017, Cleveland Near Road",0.5,6.0,,,,,,,10.0,42.0,,
"04/10/2017, District 6",,,,,0.06,67.0,,,8.5,35.0,,
"04/10/2017, Eastlake",,,,,0.059,64.0,,,,,0.0,0.0
"04/10/2017, GT Craig NCore",,,25.0,24.0,0.051,47.0,,,9.9,41.0,12.0,17.0
"04/10/2017, GT Craig NCore",,,25.0,24.0,0.051,47.0,,,9.9,41.0,11.0,16.0
"04/10/2017, Galleria",0.5,6.0,,,,,,,,,,
"04/10/2017, Harvard Yards",,,,,,,,,13.3,54.0,7.0,10.0
"04/10/2017, Mayfield",,,,,0.058,61.0,,,,,,
"04/10/2017, Mentor",0.2,2.0,,,,,,,,,,
"04/10/2017, Notre Dame",,,,,0.062,74.0,,,,,,
"04/10/2017, Painesville",,,,,0.056,54.0,,,8.0,33.0,1.0,1.0
"04/10/2017, Painesville",,,,,0.056,54.0,,,10.6,44.0,1.0,1.0
"04/10/2017, Sheffield",,,,,0.059,64.0,,,,,,
"04/10/2017, St Theodosius",,,,,,,31.0,29.0,10.5,44.0,22.0,31.0
"04/10/2017, St Theodosius",,,,,,,31.0,29.0,10.9,45.0,22.0,31.0
"04/11/2017, Barr School",,,,,,,,,5.0,21.0,,
"04/11/2017, Berea BOE",,,,,0.038,35.0,,,,,,
"04/11/2017, Chippewa",,,,,0.039,36.0,,,5.9,25.0,,
"04/11/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/11/2017, Cleveland Near Road",0.5,6.0,68.0,66.0,,,,,,,,
"04/11/2017, District 6",,,,,0.041,38.0,,,,,,
"04/11/2017, Eastlake",,,,,0.042,39.0,,,,,0.0,0.0
"04/11/2017, GT Craig NCore",0.5,6.0,32.0,30.0,0.035,32.0,,,10.9,45.0,1.0,1.0
"04/11/2017, GT Craig NCore",0.5,6.0,32.0,30.0,0.035,32.0,,,10.9,45.0,0.0,0.0
"04/11/2017, Galleria",0.5,6.0,,,,,,,,,,
"04/11/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/11/2017, Mayfield",,,,,0.04,37.0,,,,,,
"04/11/2017, Mentor",0.2,2.0,,,,,,,,,,
"04/11/2017, Notre Dame",,,,,0.044,41.0,,,,,,
"04/11/2017, Painesville",,,,,0.04,37.0,,,7.6,32.0,1.0,1.0
"04/11/2017, Sheffield",,,,,0.039,36.0,,,,,,
"04/11/2017, St Theodosius",,,,,,,24.0,22.0,,,3.0,4.0
"04/12/2017, Barr School",,,,,,,,,1.8,8.0,,
"04/12/2017, Berea BOE",,,,,0.039,36.0,,,,,,
"04/12/2017, Chippewa",,,,,0.039,36.0,,,3.5,15.0,,
"04/12/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/12/2017, Cleveland Near Road",0.2,2.0,14.0,13.0,,,,,,,,
"04/12/2017, District 6",,,,,0.039,36.0,,,,,,
"04/12/2017, Eastlake",,,,,0.039,36.0,,,,,0.0,0.0
"04/12/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.033,31.0,,,5.4,23.0,0.0,0.0
"04/12/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.033,31.0,,,5.4,23.0,0.0,0.0
"04/12/2017, Galleria",0.3,3.0,,,,,,,,,,
"04/12/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/12/2017, Mayfield",,,,,0.039,36.0,,,,,,
"04/12/2017, Mentor",0.0,0.0,,,,,,,,,,
"04/12/2017, Notre Dame",,,,,0.045,42.0,,,,,,
"04/12/2017, Painesville",,,,,0.038,35.0,,,5.3,22.0,0.0,0.0
"04/12/2017, Sheffield",,,,,0.04,37.0,,,,,,
"04/12/2017, St Theodosius",,,,,,,15.0,14.0,,,1.0,1.0
"04/13/2017, Barr School",,,,,,,8.0,7.0,4.5,19.0,,
"04/13/2017, Barr School",,,,,,,8.0,7.0,4.4,18.0,,
"04/13/2017, Barr School",,,,,,,8.0,7.0,2.6,11.0,,
"04/13/2017, Berea BOE",,,,,0.034,31.0,,,,,,
"04/13/2017, Brookpark",,,,,,,16.0,15.0,5.6,23.0,,
"04/13/2017, Chippewa",,,,,0.043,40.0,,,5.2,22.0,,
"04/13/2017, Cleveland Fire St13",,,,,,,21.0,19.0,5.4,23.0,0.0,0.0
"04/13/2017, Cleveland Fire St13",,,,,,,22.0,20.0,5.4,23.0,0.0,0.0
"04/13/2017, Cleveland Near Road",0.2,2.0,4.0,4.0,,,,,3.5,15.0,,
"04/13/2017, District 6",,,,,0.036,33.0,,,4.9,20.0,,
"04/13/2017, Eastlake",,,,,0.042,39.0,,,,,0.0,0.0
"04/13/2017, FAIRPORT HIGH SCHOOL",,,,,,,8.0,7.0,,,,
"04/13/2017, FAIRPORT HIGH SCHOOL",,,,,,,7.0,6.0,,,,
"04/13/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.026,24.0,31.0,29.0,6.0,25.0,0.0,0.0
"04/13/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.026,24.0,31.0,29.0,6.0,25.0,0.0,0.0
"04/13/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.026,24.0,31.0,29.0,6.5,27.0,0.0,0.0
"04/13/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.026,24.0,31.0,29.0,6.5,27.0,0.0,0.0
"04/13/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.026,24.0,18.0,17.0,6.0,25.0,0.0,0.0
"04/13/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.026,24.0,18.0,17.0,6.0,25.0,0.0,0.0
"04/13/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.026,24.0,18.0,17.0,6.5,27.0,0.0,0.0
"04/13/2017, GT Craig NCore",0.4,5.0,31.0,29.0,0.026,24.0,18.0,17.0,6.5,27.0,0.0,0.0
"04/13/2017, Galleria",0.3,3.0,,,,,,,,,,
"04/13/2017, Harvard Yards",,,,,,,23.0,21.0,6.9,29.0,0.0,0.0
"04/13/2017, Mayfield",,,,,0.046,43.0,,,,,,
"04/13/2017, Mentor",0.4,5.0,,,,,,,,,,
"04/13/2017, Notre Dame",,,,,0.047,44.0,,,,,,
"04/13/2017, Painesville",,,,,0.042,39.0,,,4.4,18.0,0.0,0.0
"04/13/2017, Painesville",,,,,0.042,39.0,,,4.2,18.0,0.0,0.0
"04/13/2017, Painesville",,,,,0.042,39.0,,,5.5,23.0,0.0,0.0
"04/13/2017, Sheffield",,,,,0.041,38.0,,,,,,
"04/13/2017, St Theodosius",,,,,,,28.0,26.0,6.7,28.0,2.0,3.0
"04/13/2017, St Theodosius",,,,,,,28.0,26.0,7.1,30.0,2.0,3.0
"04/14/2017, Barr School",,,,,,,,,2.9,12.0,,
"04/14/2017, Berea BOE",,,,,0.049,45.0,,,,,,
"04/14/2017, Chippewa",,,,,0.06,67.0,,,7.1,30.0,,
"04/14/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/14/2017, Cleveland Near Road",0.1,1.0,3.0,3.0,,,,,,,,
"04/14/2017, District 6",,,,,0.049,45.0,,,,,,
"04/14/2017, Eastlake",,,,,0.05,46.0,,,,,0.0,0.0
"04/14/2017, GT Craig NCore",0.5,6.0,40.0,38.0,0.038,35.0,24.0,22.0,6.6,28.0,2.0,3.0
"04/14/2017, GT Craig NCore",0.5,6.0,40.0,38.0,0.038,35.0,24.0,22.0,6.6,28.0,1.0,1.0
"04/14/2017, Galleria",0.2,2.0,,,,,,,,,,
"04/14/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/14/2017, Mayfield",,,,,0.053,49.0,,,,,,
"04/14/2017, Mentor",0.6,7.0,,,,,,,,,,
"04/14/2017, Notre Dame",,,,,0.059,64.0,,,,,,
"04/14/2017, Painesville",,,,,0.051,47.0,,,6.7,28.0,0.0,0.0
"04/14/2017, Sheffield",,,,,0.05,46.0,,,,,,
"04/14/2017, St Theodosius",,,,,,,30.0,28.0,,,11.0,16.0
"04/15/2017, Barr School",,,,,,,,,9.8,41.0,,
"04/15/2017, Berea BOE",,,,,0.056,54.0,,,,,,
"04/15/2017, Chippewa",,,,,0.057,58.0,,,13.4,54.0,,
"04/15/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/15/2017, Cleveland Near Road",0.2,2.0,13.0,12.0,,,,,,,,
"04/15/2017, District 6",,,,,0.058,61.0,,,,,,
"04/15/2017, Eastlake",,,,,0.059,64.0,,,,,0.0,0.0
"04/15/2017, GT Craig NCore",0.5,6.0,24.0,23.0,0.053,49.0,33.0,31.0,13.2,53.0,5.0,7.0
"04/15/2017, GT Craig NCore",0.5,6.0,24.0,23.0,0.053,49.0,33.0,31.0,13.2,53.0,4.0,6.0
"04/15/2017, Galleria",0.4,5.0,,,,,,,,,,
"04/15/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/15/2017, Mayfield",,,,,0.057,58.0,,,,,,
"04/15/2017, Mentor",0.2,2.0,,,,,,,,,,
"04/15/2017, Notre Dame",,,,,0.061,71.0,,,,,,
"04/15/2017, Painesville",,,,,0.057,58.0,,,12.8,52.0,1.0,1.0
"04/15/2017, Sheffield",,,,,0.056,54.0,,,,,,
"04/15/2017, St Theodosius",,,,,,,33.0,31.0,,,22.0,31.0
"04/16/2017, Barr School",,,,,,,,,11.1,46.0,,
"04/16/2017, Barr School",,,,,,,,,5.5,23.0,,
"04/16/2017, Berea BOE",,,,,0.049,45.0,,,,,,
"04/16/2017, Chippewa",,,,,0.052,48.0,,,7.5,31.0,,
"04/16/2017, Chippewa",,,,,0.052,48.0,,,8.1,34.0,,
"04/16/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/16/2017, Cleveland Near Road",0.1,1.0,8.0,8.0,,,,,7.6,32.0,,
"04/16/2017, District 6",,,,,0.052,48.0,,,7.5,31.0,,
"04/16/2017, Eastlake",,,,,0.053,49.0,,,,,0.0,0.0
"04/16/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.047,44.0,17.0,16.0,7.2,30.0,1.0,1.0
"04/16/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.047,44.0,17.0,16.0,7.2,30.0,0.0,0.0
"04/16/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.047,44.0,17.0,16.0,7.7,32.0,1.0,1.0
"04/16/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.047,44.0,17.0,16.0,7.7,32.0,0.0,0.0
"04/16/2017, Galleria",0.3,3.0,,,,,,,,,,
"04/16/2017, Harvard Yards",,,,,,,,,8.7,36.0,0.0,0.0
"04/16/2017, Mayfield",,,,,0.05,46.0,,,,,,
"04/16/2017, Mentor",0.1,1.0,,,,,,,,,,
"04/16/2017, Notre Dame",,,,,0.054,50.0,,,,,,
"04/16/2017, Painesville",,,,,0.051,47.0,,,6.9,29.0,1.0,1.0
"04/16/2017, Painesville",,,,,0.051,47.0,,,8.6,36.0,1.0,1.0
"04/16/2017, Sheffield",,,,,0.05,46.0,,,,,,
"04/16/2017, St Theodosius",,,,,,,18.0,17.0,7.9,33.0,0.0,0.0
"04/16/2017, St Theodosius",,,,,,,18.0,17.0,7.5,31.0,0.0,0.0
"04/17/2017, Barr School",,,,,,,,,1.8,8.0,,
"04/17/2017, Berea BOE",,,,,0.044,41.0,,,,,,
"04/17/2017, Chippewa",,,,,0.043,40.0,,,1.8,8.0,,
"04/17/2017, Cleveland Fire St13",,,,,,,,,,,6.0,9.0
"04/17/2017, Cleveland Near Road",0.2,2.0,16.0,15.0,,,,,,,,
"04/17/2017, District 6",,,,,0.045,42.0,,,,,,
"04/17/2017, Eastlake",,,,,0.046,43.0,,,,,0.0,0.0
"04/17/2017, GT Craig NCore",0.3,3.0,31.0,29.0,0.038,35.0,13.0,12.0,4.1,17.0,1.0,1.0
"04/17/2017, GT Craig NCore",0.3,3.0,31.0,29.0,0.038,35.0,13.0,12.0,4.1,17.0,0.0,0.0
"04/17/2017, Galleria",0.3,3.0,,,,,,,,,,
"04/17/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"04/17/2017, Mayfield",,,,,0.043,40.0,,,,,,
"04/17/2017, Mentor",0.2,2.0,,,,,,,,,,
"04/17/2017, Notre Dame",,,,,0.048,44.0,,,,,,
"04/17/2017, Painesville",,,,,0.044,41.0,,,4.9,20.0,1.0,1.0
"04/17/2017, Sheffield",,,,,0.044,41.0,,,,,,
"04/17/2017, St Theodosius",,,,,,,16.0,15.0,,,0.0,0.0
"04/18/2017, Barr School",,,,,,,,,2.2,9.0,,
"04/18/2017, Berea BOE",,,,,0.049,45.0,,,,,,
"04/18/2017, Chippewa",,,,,0.056,54.0,,,3.5,15.0,,
"04/18/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"04/18/2017, Cleveland Near Road",0.1,1.0,6.0,6.0,,,,,,,,
"04/18/2017, District 6",,,,,0.055,51.0,,,,,,
"04/18/2017, Eastlake",,,,,0.046,43.0,,,,,0.0,0.0
"04/18/2017, GT Craig NCore",0.4,5.0,30.0,28.0,0.046,43.0,24.0,22.0,5.8,24.0,1.0,1.0
"04/18/2017, GT Craig NCore",0.4,5.0,30.0,28.0,0.046,43.0,24.0,22.0,5.8,24.0,1.0,1.0
"04/18/2017, Galleria",0.3,3.0,,,,,,,,,,
"04/18/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"04/18/2017, Mayfield",,,,,0.054,50.0,,,,,,
"04/18/2017, Mentor",0.3,3.0,,,,,,,,,,
"04/18/2017, Notre Dame",,,,,0.06,67.0,,,,,,
"04/18/2017, Painesville",,,,,0.047,44.0,,,5.4,23.0,0.0,0.0
"04/18/2017, Sheffield",,,,,0.041,38.0,,,,,,
"04/18/2017, St Theodosius",,,,,,,33.0,31.0,,,7.0,10.0
"04/19/2017, Barr School",,,,,,,11.0,10.0,7.0,29.0,,
"04/19/2017, Barr School",,,,,,,11.0,10.0,6.8,28.0,,
"04/19/2017, Barr School",,,,,,,11.0,10.0,5.6,23.0,,
"04/19/2017, Berea BOE",,,,,0.035,32.0,,,,,,
"04/19/2017, Brookpark",,,,,,,14.0,13.0,6.4,27.0,,
"04/19/2017, Chippewa",,,,,0.04,37.0,,,6.6,28.0,,
"04/19/2017, Chippewa",,,,,0.04,37.0,,,5.7,24.0,,
"04/19/2017, Cleveland Fire St13",,,,,,,28.0,26.0,8.9,37.0,1.0,1.0
"04/19/2017, Cleveland Fire St13",,,,,,,27.0,25.0,8.9,37.0,1.0,1.0
"04/19/2017, Cleveland Near Road",0.1,1.0,19.0,18.0,,,,,7.9,33.0,,
"04/19/2017, District 6",,,,,0.038,35.0,,,7.9,33.0,,
"04/19/2017, Eastlake",,,,,0.04,37.0,,,,,0.0,0.0
"04/19/2017, FAIRPORT HIGH SCHOOL",,,,,,,15.0,14.0,,,,
"04/19/2017, FAIRPORT HIGH SCHOOL",,,,,,,17.0,16.0,,,,
"04/19/2017, GT Craig NCore",0.3,3.0,25.0,24.0,0.033,31.0,35.0,32.0,7.8,33.0,10.0,14.0
"04/19/2017, GT Craig NCore",0.3,3.0,25.0,24.0,0.033,31.0,35.0,32.0,7.8,33.0,10.0,14.0
"04/19/2017, GT Craig NCore",0.3,3.0,25.0,24.0,0.033,31.0,35.0,32.0,9.3,39.0,10.0,14.0
"04/19/2017, GT Craig NCore",0.3,3.0,25.0,24.0,0.033,31.0,35.0,32.0,9.3,39.0,10.0,14.0
"04/19/2017, GT Craig NCore",0.3,3.0,25.0,24.0,0.033,31.0,27.0,25.0,7.8,33.0,10.0,14.0
"04/19/2017, GT Craig NCore",0.3,3.0,25.0,24.0,0.033,31.0,27.0,25.0,7.8,33.0,10.0,14.0
"04/19/2017, GT Craig NCore",0.3,3.0,25.0,24.0,0.033,31.0,27.0,25.0,9.3,39.0,10.0,14.0
