date_county,Daily Max 8-hour Ozone Concentration,DAILY_AQI_VALUE
"04/04/2017, Cuyahoga",0.039,36
"04/05/2017, Cuyahoga",0.044,41
"04/06/2017, Cuyahoga",0.033,31
"04/07/2017, Cuyahoga",0.042,39
"04/08/2017, Cuyahoga",0.045,42
"04/09/2017, Cuyahoga",0.055,51
"04/10/2017, Cuyahoga",0.057,58
"04/11/2017, Cuyahoga",0.038,35
"04/12/2017, Cuyahoga",0.039,36
"04/13/2017, Cuyahoga",0.034,31
"04/14/2017, Cuyahoga",0.049,45
"04/15/2017, Cuyahoga",0.056,54
"04/16/2017, Cuyahoga",0.049,45
"04/17/2017, Cuyahoga",0.044,41
"04/18/2017, Cuyahoga",0.049,45
"04/19/2017, Cuyahoga",0.035,32
"04/20/2017, Cuyahoga",0.042,39
"04/21/2017, Cuyahoga",0.034,31
"04/22/2017, Cuyahoga",0.036,33
"04/23/2017, Cuyahoga",0.045,42
"04/24/2017, Cuyahoga",0.054,50
"04/25/2017, Cuyahoga",0.041,38
"04/26/2017, Cuyahoga",0.047,44
"04/27/2017, Cuyahoga",0.048,44
"04/28/2017, Cuyahoga",0.032,30
"04/29/2017, Cuyahoga",0.033,31
"04/30/2017, Cuyahoga",0.034,31
"05/01/2017, Cuyahoga",0.045,42
"05/02/2017, Cuyahoga",0.043,40
"05/03/2017, Cuyahoga",0.044,41
"05/04/2017, Cuyahoga",0.023,21
"05/05/2017, Cuyahoga",0.037,34
"05/06/2017, Cuyahoga",0.033,31
"05/07/2017, Cuyahoga",0.04,37
"05/08/2017, Cuyahoga",0.046,43
"05/09/2017, Cuyahoga",0.05,46
"05/10/2017, Cuyahoga",0.042,39
"05/11/2017, Cuyahoga",0.033,31
"05/12/2017, Cuyahoga",0.036,33
"05/13/2017, Cuyahoga",0.051,47
"05/14/2017, Cuyahoga",0.042,39
"05/15/2017, Cuyahoga",0.036,33
"05/16/2017, Cuyahoga",0.064,80
"05/17/2017, Cuyahoga",0.054,50
"05/18/2017, Cuyahoga",0.051,47
"05/19/2017, Cuyahoga",0.026,24
"05/20/2017, Cuyahoga",0.03,28
"05/21/2017, Cuyahoga",0.034,31
"05/22/2017, Cuyahoga",0.047,44
"05/23/2017, Cuyahoga",0.055,51
"05/24/2017, Cuyahoga",0.031,29
"05/25/2017, Cuyahoga",0.029,27
"05/26/2017, Cuyahoga",0.039,36
"05/27/2017, Cuyahoga",0.043,40
"05/28/2017, Cuyahoga",0.042,39
"05/29/2017, Cuyahoga",0.048,44
"05/30/2017, Cuyahoga",0.048,44
"05/31/2017, Cuyahoga",0.05,46
"06/01/2017, Cuyahoga",0.053,49
"06/02/2017, Cuyahoga",0.049,45
"06/03/2017, Cuyahoga",0.054,50
"06/04/2017, Cuyahoga",0.052,48
"06/05/2017, Cuyahoga",0.047,44
"06/07/2017, Cuyahoga",0.032,30
"06/08/2017, Cuyahoga",0.041,38
"06/09/2017, Cuyahoga",0.049,45
"06/10/2017, Cuyahoga",0.068,93
"06/11/2017, Cuyahoga",0.062,74
"06/12/2017, Cuyahoga",0.054,50
"06/13/2017, Cuyahoga",0.067,90
"06/14/2017, Cuyahoga",0.048,44
"06/15/2017, Cuyahoga",0.046,43
"06/16/2017, Cuyahoga",0.065,84
"06/17/2017, Cuyahoga",0.06,67
"06/18/2017, Cuyahoga",0.038,35
"06/19/2017, Cuyahoga",0.045,42
"06/20/2017, Cuyahoga",0.046,43
"06/21/2017, Cuyahoga",0.049,45
"06/22/2017, Cuyahoga",0.042,39
"06/23/2017, Cuyahoga",0.023,21
"06/24/2017, Cuyahoga",0.042,39
"06/25/2017, Cuyahoga",0.043,40
"06/26/2017, Cuyahoga",0.037,34
"06/27/2017, Cuyahoga",0.033,31
"06/28/2017, Cuyahoga",0.05,46
"06/29/2017, Cuyahoga",0.053,49
"06/30/2017, Cuyahoga",0.041,38
"07/01/2017, Cuyahoga",0.043,40
"07/02/2017, Cuyahoga",0.052,48
"07/03/2017, Cuyahoga",0.052,48
"07/04/2017, Cuyahoga",0.038,35
"07/05/2017, Cuyahoga",0.042,39
"07/06/2017, Cuyahoga",0.061,71
"07/07/2017, Cuyahoga",0.05,46
"07/08/2017, Cuyahoga",0.035,32
"07/09/2017, Cuyahoga",0.044,41
"07/10/2017, Cuyahoga",0.029,27
"07/11/2017, Cuyahoga",0.04,37
"07/12/2017, Cuyahoga",0.042,39
"07/13/2017, Cuyahoga",0.029,27
"07/14/2017, Cuyahoga",0.04,37
"07/15/2017, Cuyahoga",0.036,33
"07/16/2017, Cuyahoga",0.039,36
"07/17/2017, Cuyahoga",0.035,32
"07/18/2017, Cuyahoga",0.06,67
"07/19/2017, Cuyahoga",0.064,80
"07/20/2017, Cuyahoga",0.049,45
"07/21/2017, Cuyahoga",0.053,49
"07/22/2017, Cuyahoga",0.036,33
"07/23/2017, Cuyahoga",0.044,41
"07/24/2017, Cuyahoga",0.028,26
"07/25/2017, Cuyahoga",0.029,27
"07/26/2017, Cuyahoga",0.051,47
"07/27/2017, Cuyahoga",0.058,61
"07/28/2017, Cuyahoga",0.036,33
"07/29/2017, Cuyahoga",0.032,30
"07/30/2017, Cuyahoga",0.028,26
"07/31/2017, Cuyahoga",0.046,43
"08/01/2017, Cuyahoga",0.058,61
"08/02/2017, Cuyahoga",0.05,46
"08/03/2017, Cuyahoga",0.047,44
"08/04/2017, Cuyahoga",0.033,31
"08/05/2017, Cuyahoga",0.036,33
"08/06/2017, Cuyahoga",0.033,31
"08/07/2017, Cuyahoga",0.04,37
"08/08/2017, Cuyahoga",0.037,34
"08/09/2017, Cuyahoga",0.043,40
"08/10/2017, Cuyahoga",0.058,61
"08/11/2017, Cuyahoga",0.038,35
"08/12/2017, Cuyahoga",0.049,45
"08/13/2017, Cuyahoga",0.031,29
"08/14/2017, Cuyahoga",0.057,58
"08/15/2017, Cuyahoga",0.049,45
"08/16/2017, Cuyahoga",0.053,49
"08/17/2017, Cuyahoga",0.028,26
"08/18/2017, Cuyahoga",0.041,38
"08/19/2017, Cuyahoga",0.046,43
"08/20/2017, Cuyahoga",0.05,46
"08/21/2017, Cuyahoga",0.052,48
"08/22/2017, Cuyahoga",0.032,30
"08/23/2017, Cuyahoga",0.035,32
"08/24/2017, Cuyahoga",0.032,30
"08/25/2017, Cuyahoga",0.032,30
"08/26/2017, Cuyahoga",0.042,39
"08/27/2017, Cuyahoga",0.046,43
"08/28/2017, Cuyahoga",0.045,42
"08/29/2017, Cuyahoga",0.032,30
"08/31/2017, Cuyahoga",0.031,29
"09/01/2017, Cuyahoga",0.029,27
"09/02/2017, Cuyahoga",0.022,20
"09/03/2017, Cuyahoga",0.042,39
"09/04/2017, Cuyahoga",0.048,44
"09/05/2017, Cuyahoga",0.038,35
"09/06/2017, Cuyahoga",0.029,27
"09/07/2017, Cuyahoga",0.019,18
"09/08/2017, Cuyahoga",0.032,30
"09/09/2017, Cuyahoga",0.03,28
"09/10/2017, Cuyahoga",0.027,25
"09/11/2017, Cuyahoga",0.033,31
"09/12/2017, Cuyahoga",0.037,34
"09/13/2017, Cuyahoga",0.03,28
"09/14/2017, Cuyahoga",0.022,20
"09/15/2017, Cuyahoga",0.036,33
"09/16/2017, Cuyahoga",0.047,44
"09/17/2017, Cuyahoga",0.048,44
"09/18/2017, Cuyahoga",0.047,44
"09/19/2017, Cuyahoga",0.033,31
"09/20/2017, Cuyahoga",0.053,49
"09/21/2017, Cuyahoga",0.054,50
"09/22/2017, Cuyahoga",0.059,64
"09/23/2017, Cuyahoga",0.05,46
"09/24/2017, Cuyahoga",0.057,58
"09/25/2017, Cuyahoga",0.058,61
"09/26/2017, Cuyahoga",0.06,67
"09/27/2017, Cuyahoga",0.053,49
"09/28/2017, Cuyahoga",0.037,34
"09/29/2017, Cuyahoga",0.039,36
"09/30/2017, Cuyahoga",0.033,31
"10/01/2017, Cuyahoga",0.039,36
"10/02/2017, Cuyahoga",0.045,42
"10/03/2017, Cuyahoga",0.048,44
"10/04/2017, Cuyahoga",0.04,37
"10/06/2017, Cuyahoga",0.021,19
"10/07/2017, Cuyahoga",0.039,36
"10/08/2017, Cuyahoga",0.029,27
"10/09/2017, Cuyahoga",0.019,18
"10/10/2017, Cuyahoga",0.034,31
"10/11/2017, Cuyahoga",0.013,12
"10/12/2017, Cuyahoga",0.015,14
"10/13/2017, Cuyahoga",0.032,30
"10/14/2017, Cuyahoga",0.046,43
"10/15/2017, Cuyahoga",0.032,30
"10/16/2017, Cuyahoga",0.03,28
"10/17/2017, Cuyahoga",0.038,35
"10/18/2017, Cuyahoga",0.041,38
"10/19/2017, Cuyahoga",0.047,44
"10/20/2017, Cuyahoga",0.043,40
"10/21/2017, Cuyahoga",0.049,45
"10/22/2017, Cuyahoga",0.043,40
"10/23/2017, Cuyahoga",0.034,31
"10/24/2017, Cuyahoga",0.03,28
"10/25/2017, Cuyahoga",0.025,23
"10/26/2017, Cuyahoga",0.033,31
"10/27/2017, Cuyahoga",0.044,41
"10/28/2017, Cuyahoga",0.02,19
"10/29/2017, Cuyahoga",0.023,21
"10/30/2017, Cuyahoga",0.023,21
"03/01/2017, Cuyahoga",0.037,34
"03/02/2017, Cuyahoga",0.039,36
"03/03/2017, Cuyahoga",0.041,38
"03/04/2017, Cuyahoga",0.043,40
"03/05/2017, Cuyahoga",0.038,35
"03/06/2017, Cuyahoga",0.041,38
"03/07/2017, Cuyahoga",0.039,36
"03/08/2017, Cuyahoga",0.045,42
"03/09/2017, Cuyahoga",0.041,38
"03/10/2017, Cuyahoga",0.04,37
"03/11/2017, Cuyahoga",0.042,39
"03/12/2017, Cuyahoga",0.041,38
"03/13/2017, Cuyahoga",0.036,33
"03/14/2017, Cuyahoga",0.04,37
"03/15/2017, Cuyahoga",0.044,41
"03/16/2017, Cuyahoga",0.043,40
"03/17/2017, Cuyahoga",0.04,37
"03/18/2017, Cuyahoga",0.027,25
"03/19/2017, Cuyahoga",0.04,37
"03/20/2017, Cuyahoga",0.027,25
"03/21/2017, Cuyahoga",0.041,38
"03/22/2017, Cuyahoga",0.041,38
"03/23/2017, Cuyahoga",0.042,39
"03/24/2017, Cuyahoga",0.054,50
"03/25/2017, Cuyahoga",0.027,25
"03/26/2017, Cuyahoga",0.04,37
"03/27/2017, Cuyahoga",0.031,29
"03/28/2017, Cuyahoga",0.026,24
"03/29/2017, Cuyahoga",0.042,39
"03/30/2017, Cuyahoga",0.031,29
"03/31/2017, Cuyahoga",0.029,27
"04/01/2017, Cuyahoga",0.043,40
"04/02/2017, Cuyahoga",0.046,43
"04/03/2017, Cuyahoga",0.042,39
"04/04/2017, Cuyahoga",0.038,35
"04/05/2017, Cuyahoga",0.046,43
"04/06/2017, Cuyahoga",0.034,31
"04/07/2017, Cuyahoga",0.042,39
"04/08/2017, Cuyahoga",0.043,40
"04/09/2017, Cuyahoga",0.058,61
"04/10/2017, Cuyahoga",0.058,61
"04/11/2017, Cuyahoga",0.04,37
"04/12/2017, Cuyahoga",0.039,36
"04/13/2017, Cuyahoga",0.046,43
"04/14/2017, Cuyahoga",0.053,49
"04/15/2017, Cuyahoga",0.057,58
"04/16/2017, Cuyahoga",0.05,46
"04/17/2017, Cuyahoga",0.043,40
"04/18/2017, Cuyahoga",0.054,50
"04/19/2017, Cuyahoga",0.037,34
"04/20/2017, Cuyahoga",0.042,39
"04/21/2017, Cuyahoga",0.033,31
"04/22/2017, Cuyahoga",0.038,35
"04/23/2017, Cuyahoga",0.05,46
"04/24/2017, Cuyahoga",0.054,50
"04/25/2017, Cuyahoga",0.042,39
"04/26/2017, Cuyahoga",0.046,43
"04/27/2017, Cuyahoga",0.049,45
"04/28/2017, Cuyahoga",0.036,33
"04/29/2017, Cuyahoga",0.032,30
"04/30/2017, Cuyahoga",0.036,33
"05/01/2017, Cuyahoga",0.044,41
"05/03/2017, Cuyahoga",0.044,41
"05/04/2017, Cuyahoga",0.031,29
"05/05/2017, Cuyahoga",0.037,34
"05/06/2017, Cuyahoga",0.037,34
"05/07/2017, Cuyahoga",0.041,38
"05/08/2017, Cuyahoga",0.042,39
"05/09/2017, Cuyahoga",0.049,45
"05/10/2017, Cuyahoga",0.044,41
"05/11/2017, Cuyahoga",0.036,33
"05/12/2017, Cuyahoga",0.035,32
"05/13/2017, Cuyahoga",0.051,47
"05/14/2017, Cuyahoga",0.042,39
"05/15/2017, Cuyahoga",0.035,32
"05/16/2017, Cuyahoga",0.067,90
"05/17/2017, Cuyahoga",0.055,51
"05/18/2017, Cuyahoga",0.054,50
"05/19/2017, Cuyahoga",0.027,25
"05/20/2017, Cuyahoga",0.036,33
"05/21/2017, Cuyahoga",0.034,31
"05/22/2017, Cuyahoga",0.048,44
"05/23/2017, Cuyahoga",0.057,58
"05/24/2017, Cuyahoga",0.036,33
"05/25/2017, Cuyahoga",0.033,31
"05/26/2017, Cuyahoga",0.039,36
"05/27/2017, Cuyahoga",0.042,39
"05/28/2017, Cuyahoga",0.048,44
"05/29/2017, Cuyahoga",0.049,45
"05/30/2017, Cuyahoga",0.049,45
"05/31/2017, Cuyahoga",0.051,47
"06/01/2017, Cuyahoga",0.049,45
"06/02/2017, Cuyahoga",0.052,48
"06/03/2017, Cuyahoga",0.052,48
"06/04/2017, Cuyahoga",0.056,54
"06/05/2017, Cuyahoga",0.045,42
"06/06/2017, Cuyahoga",0.031,29
"06/07/2017, Cuyahoga",0.031,29
"06/08/2017, Cuyahoga",0.042,39
"06/13/2017, Cuyahoga",0.076,119
"06/14/2017, Cuyahoga",0.067,90
"06/15/2017, Cuyahoga",0.051,47
"06/16/2017, Cuyahoga",0.065,84
"06/17/2017, Cuyahoga",0.06,67
"06/18/2017, Cuyahoga",0.041,38
"06/19/2017, Cuyahoga",0.044,41
"06/20/2017, Cuyahoga",0.048,44
"06/21/2017, Cuyahoga",0.047,44
"06/22/2017, Cuyahoga",0.053,49
"06/23/2017, Cuyahoga",0.03,28
"06/24/2017, Cuyahoga",0.046,43
"06/25/2017, Cuyahoga",0.047,44
"06/26/2017, Cuyahoga",0.041,38
"06/27/2017, Cuyahoga",0.037,34
"06/28/2017, Cuyahoga",0.052,48
"06/29/2017, Cuyahoga",0.059,64
"06/30/2017, Cuyahoga",0.054,50
"07/01/2017, Cuyahoga",0.054,50
"07/02/2017, Cuyahoga",0.059,64
"07/03/2017, Cuyahoga",0.053,49
"07/04/2017, Cuyahoga",0.041,38
"07/05/2017, Cuyahoga",0.049,45
"07/06/2017, Cuyahoga",0.068,93
"07/07/2017, Cuyahoga",0.059,64
"07/08/2017, Cuyahoga",0.036,33
"07/09/2017, Cuyahoga",0.054,50
"07/10/2017, Cuyahoga",0.039,36
"07/11/2017, Cuyahoga",0.059,64
"07/12/2017, Cuyahoga",0.055,51
"07/13/2017, Cuyahoga",0.041,38
"07/14/2017, Cuyahoga",0.046,43
"07/15/2017, Cuyahoga",0.036,33
"07/16/2017, Cuyahoga",0.05,46
"07/17/2017, Cuyahoga",0.042,39
"07/18/2017, Cuyahoga",0.062,74
"07/19/2017, Cuyahoga",0.072,105
"07/20/2017, Cuyahoga",0.056,54
"07/21/2017, Cuyahoga",0.059,64
"07/22/2017, Cuyahoga",0.048,44
"07/23/2017, Cuyahoga",0.053,49
"07/24/2017, Cuyahoga",0.032,30
"07/25/2017, Cuyahoga",0.038,35
"07/26/2017, Cuyahoga",0.062,74
"07/27/2017, Cuyahoga",0.071,101
"07/28/2017, Cuyahoga",0.036,33
"07/29/2017, Cuyahoga",0.036,33
"07/30/2017, Cuyahoga",0.033,31
"07/31/2017, Cuyahoga",0.043,40
"08/01/2017, Cuyahoga",0.059,64
"08/02/2017, Cuyahoga",0.068,93
"08/03/2017, Cuyahoga",0.053,49
"08/04/2017, Cuyahoga",0.043,40
"08/05/2017, Cuyahoga",0.037,34
"08/06/2017, Cuyahoga",0.046,43
"08/07/2017, Cuyahoga",0.045,42
"08/08/2017, Cuyahoga",0.04,37
"08/09/2017, Cuyahoga",0.059,64
"08/10/2017, Cuyahoga",0.049,45
"08/11/2017, Cuyahoga",0.047,44
"08/12/2017, Cuyahoga",0.053,49
"08/13/2017, Cuyahoga",0.033,31
"08/14/2017, Cuyahoga",0.053,49
"08/15/2017, Cuyahoga",0.06,67
"08/16/2017, Cuyahoga",0.053,49
"08/17/2017, Cuyahoga",0.041,38
"08/18/2017, Cuyahoga",0.047,44
"08/19/2017, Cuyahoga",0.055,51
"08/20/2017, Cuyahoga",0.061,71
"08/21/2017, Cuyahoga",0.062,74
"08/22/2017, Cuyahoga",0.042,39
"08/23/2017, Cuyahoga",0.038,35
"08/24/2017, Cuyahoga",0.034,31
"08/25/2017, Cuyahoga",0.036,33
"08/26/2017, Cuyahoga",0.043,40
"08/27/2017, Cuyahoga",0.048,44
"08/28/2017, Cuyahoga",0.053,49
"08/29/2017, Cuyahoga",0.043,40
"08/30/2017, Cuyahoga",0.057,58
"08/31/2017, Cuyahoga",0.035,32
"09/01/2017, Cuyahoga",0.032,30
"09/02/2017, Cuyahoga",0.03,28
"09/03/2017, Cuyahoga",0.046,43
"09/04/2017, Cuyahoga",0.051,47
"09/05/2017, Cuyahoga",0.042,39
"09/06/2017, Cuyahoga",0.032,30
"09/07/2017, Cuyahoga",0.023,21
"09/08/2017, Cuyahoga",0.034,31
"09/09/2017, Cuyahoga",0.032,30
"09/10/2017, Cuyahoga",0.029,27
"09/11/2017, Cuyahoga",0.033,31
"09/12/2017, Cuyahoga",0.04,37
"09/13/2017, Cuyahoga",0.037,34
"09/14/2017, Cuyahoga",0.027,25
"09/15/2017, Cuyahoga",0.038,35
"09/16/2017, Cuyahoga",0.049,45
"09/17/2017, Cuyahoga",0.054,50
"09/18/2017, Cuyahoga",0.05,46
"09/19/2017, Cuyahoga",0.043,40
"09/20/2017, Cuyahoga",0.054,50
"09/21/2017, Cuyahoga",0.065,84
"09/22/2017, Cuyahoga",0.053,49
"09/23/2017, Cuyahoga",0.057,58
"09/24/2017, Cuyahoga",0.058,61
"09/25/2017, Cuyahoga",0.055,51
"09/26/2017, Cuyahoga",0.063,77
"09/27/2017, Cuyahoga",0.059,64
"09/28/2017, Cuyahoga",0.038,35
"09/29/2017, Cuyahoga",0.038,35
"09/30/2017, Cuyahoga",0.034,31
"10/01/2017, Cuyahoga",0.042,39
"10/02/2017, Cuyahoga",0.047,44
"10/03/2017, Cuyahoga",0.051,47
"10/04/2017, Cuyahoga",0.042,39
"10/05/2017, Cuyahoga",0.031,29
"10/06/2017, Cuyahoga",0.024,22
"10/07/2017, Cuyahoga",0.043,40
"10/08/2017, Cuyahoga",0.03,28
"10/09/2017, Cuyahoga",0.026,24
"10/10/2017, Cuyahoga",0.037,34
"10/11/2017, Cuyahoga",0.019,18
"10/12/2017, Cuyahoga",0.023,21
"10/13/2017, Cuyahoga",0.032,30
"10/14/2017, Cuyahoga",0.051,47
"10/15/2017, Cuyahoga",0.03,28
"10/16/2017, Cuyahoga",0.03,28
"10/17/2017, Cuyahoga",0.038,35
"10/18/2017, Cuyahoga",0.039,36
"10/19/2017, Cuyahoga",0.053,49
"10/20/2017, Cuyahoga",0.045,42
"10/21/2017, Cuyahoga",0.055,51
"10/22/2017, Cuyahoga",0.055,51
"10/23/2017, Cuyahoga",0.04,37
"10/24/2017, Cuyahoga",0.033,31
"10/25/2017, Cuyahoga",0.029,27
"10/26/2017, Cuyahoga",0.034,31
"10/27/2017, Cuyahoga",0.046,43
"10/28/2017, Cuyahoga",0.021,19
"10/29/2017, Cuyahoga",0.03,28
"10/30/2017, Cuyahoga",0.026,24
"03/01/2017, Geauga",0.039,36
"03/02/2017, Geauga",0.042,39
"03/03/2017, Geauga",0.043,40
"03/04/2017, Geauga",0.044,41
"03/05/2017, Geauga",0.041,38
"03/06/2017, Geauga",0.045,42
"03/07/2017, Geauga",0.044,41
"03/08/2017, Geauga",0.048,44
"03/09/2017, Geauga",0.045,42
"03/10/2017, Geauga",0.043,40
"03/11/2017, Geauga",0.043,40
"03/12/2017, Geauga",0.043,40
"03/13/2017, Geauga",0.038,35
"03/14/2017, Geauga",0.044,41
"03/15/2017, Geauga",0.047,44
"03/16/2017, Geauga",0.045,42
"03/17/2017, Geauga",0.044,41
"03/18/2017, Geauga",0.03,28
"03/19/2017, Geauga",0.046,43
"03/20/2017, Geauga",0.029,27
"03/21/2017, Geauga",0.047,44
"03/22/2017, Geauga",0.044,41
"03/23/2017, Geauga",0.043,40
"03/24/2017, Geauga",0.058,61
"03/25/2017, Geauga",0.035,32
"03/26/2017, Geauga",0.047,44
"03/27/2017, Geauga",0.037,34
"03/28/2017, Geauga",0.027,25
"03/29/2017, Geauga",0.045,42
"03/30/2017, Geauga",0.034,31
"03/31/2017, Geauga",0.029,27
"04/01/2017, Geauga",0.045,42
"04/02/2017, Geauga",0.051,47
"04/03/2017, Geauga",0.044,41
"04/04/2017, Geauga",0.042,39
"04/05/2017, Geauga",0.052,48
"04/06/2017, Geauga",0.035,32
"04/07/2017, Geauga",0.047,44
"04/08/2017, Geauga",0.047,44
"04/09/2017, Geauga",0.063,77
"04/10/2017, Geauga",0.062,74
"04/11/2017, Geauga",0.044,41
"04/12/2017, Geauga",0.045,42
"04/13/2017, Geauga",0.047,44
"04/14/2017, Geauga",0.059,64
"04/15/2017, Geauga",0.061,71
"04/16/2017, Geauga",0.054,50
"04/17/2017, Geauga",0.048,44
"04/18/2017, Geauga",0.06,67
"04/19/2017, Geauga",0.042,39
"04/20/2017, Geauga",0.049,45
"04/21/2017, Geauga",0.038,35
"04/22/2017, Geauga",0.041,38
"04/23/2017, Geauga",0.052,48
"04/24/2017, Geauga",0.058,61
"04/25/2017, Geauga",0.047,44
"04/26/2017, Geauga",0.051,47
"04/27/2017, Geauga",0.053,49
"04/28/2017, Geauga",0.04,37
"04/29/2017, Geauga",0.033,31
"04/30/2017, Geauga",0.04,37
"05/01/2017, Geauga",0.049,45
"05/02/2017, Geauga",0.045,42
"05/03/2017, Geauga",0.046,43
"05/04/2017, Geauga",0.037,34
"05/05/2017, Geauga",0.039,36
"05/06/2017, Geauga",0.038,35
"05/07/2017, Geauga",0.043,40
"05/08/2017, Geauga",0.046,43
"05/09/2017, Geauga",0.053,49
"05/10/2017, Geauga",0.051,47
"05/11/2017, Geauga",0.044,41
"05/12/2017, Geauga",0.036,33
"05/13/2017, Geauga",0.052,48
"05/14/2017, Geauga",0.045,42
"05/15/2017, Geauga",0.043,40
"05/16/2017, Geauga",0.071,101
"05/17/2017, Geauga",0.061,71
"05/18/2017, Geauga",0.056,54
"05/19/2017, Geauga",0.03,28
"05/20/2017, Geauga",0.038,35
"05/21/2017, Geauga",0.038,35
"05/22/2017, Geauga",0.051,47
"05/23/2017, Geauga",0.06,67
"05/24/2017, Geauga",0.041,38
"05/25/2017, Geauga",0.039,36
"05/26/2017, Geauga",0.042,39
"05/27/2017, Geauga",0.044,41
"05/28/2017, Geauga",0.05,46
"05/29/2017, Geauga",0.052,48
"05/30/2017, Geauga",0.053,49
"05/31/2017, Geauga",0.055,51
"06/01/2017, Geauga",0.053,49
"06/02/2017, Geauga",0.055,51
"06/03/2017, Geauga",0.053,49
"06/04/2017, Geauga",0.056,54
"06/05/2017, Geauga",0.048,44
"06/06/2017, Geauga",0.033,31
"06/07/2017, Geauga",0.038,35
"06/08/2017, Geauga",0.044,41
"06/09/2017, Geauga",0.057,58
"06/10/2017, Geauga",0.074,112
"06/11/2017, Geauga",0.069,97
"06/12/2017, Geauga",0.064,80
"06/13/2017, Geauga",0.077,122
"06/14/2017, Geauga",0.065,84
"06/15/2017, Geauga",0.058,61
"06/16/2017, Geauga",0.068,93
"06/17/2017, Geauga",0.068,93
"06/18/2017, Geauga",0.044,41
"06/19/2017, Geauga",0.05,46
"06/20/2017, Geauga",0.05,46
"06/21/2017, Geauga",0.053,49
"06/22/2017, Geauga",0.055,51
"06/23/2017, Geauga",0.031,29
"06/24/2017, Geauga",0.047,44
"06/25/2017, Geauga",0.049,45
"06/26/2017, Geauga",0.041,38
"06/27/2017, Geauga",0.037,34
"06/28/2017, Geauga",0.05,46
"06/29/2017, Geauga",0.058,61
"06/30/2017, Geauga",0.052,48
"07/01/2017, Geauga",0.051,47
"07/02/2017, Geauga",0.059,64
"07/03/2017, Geauga",0.055,51
"07/04/2017, Geauga",0.04,37
"07/05/2017, Geauga",0.052,48
"07/06/2017, Geauga",0.066,87
"07/07/2017, Geauga",0.058,61
"07/08/2017, Geauga",0.035,32
"07/09/2017, Geauga",0.052,48
"07/10/2017, Geauga",0.04,37
"07/11/2017, Geauga",0.052,48
"07/12/2017, Geauga",0.052,48
"07/13/2017, Geauga",0.039,36
"07/14/2017, Geauga",0.045,42
"07/15/2017, Geauga",0.034,31
"07/16/2017, Geauga",0.047,44
"07/17/2017, Geauga",0.041,38
"07/18/2017, Geauga",0.061,71
"07/19/2017, Geauga",0.073,108
"07/20/2017, Geauga",0.059,64
"07/21/2017, Geauga",0.056,54
"07/22/2017, Geauga",0.042,39
"07/23/2017, Geauga",0.051,47
"07/24/2017, Geauga",0.031,29
"07/25/2017, Geauga",0.038,35
"07/26/2017, Geauga",0.056,54
"07/27/2017, Geauga",0.07,100
"07/28/2017, Geauga",0.039,36
"07/29/2017, Geauga",0.035,32
"07/30/2017, Geauga",0.037,34
"07/31/2017, Geauga",0.047,44
"08/01/2017, Geauga",0.061,71
"08/02/2017, Geauga",0.058,61
"08/03/2017, Geauga",0.054,50
"08/04/2017, Geauga",0.043,40
"08/05/2017, Geauga",0.037,34
"08/06/2017, Geauga",0.041,38
"08/07/2017, Geauga",0.047,44
"08/08/2017, Geauga",0.042,39
"08/09/2017, Geauga",0.059,64
"08/10/2017, Geauga",0.044,41
"08/11/2017, Geauga",0.044,41
"08/12/2017, Geauga",0.053,49
"08/13/2017, Geauga",0.035,32
"08/14/2017, Geauga",0.052,48
"08/15/2017, Geauga",0.062,74
"08/16/2017, Geauga",0.054,50
"08/17/2017, Geauga",0.039,36
"08/18/2017, Geauga",0.049,45
"08/19/2017, Geauga",0.055,51
"08/20/2017, Geauga",0.058,61
"08/21/2017, Geauga",0.063,77
"08/22/2017, Geauga",0.041,38
"08/23/2017, Geauga",0.039,36
"08/24/2017, Geauga",0.032,30
"08/25/2017, Geauga",0.035,32
"08/26/2017, Geauga",0.042,39
"08/27/2017, Geauga",0.046,43
"08/28/2017, Geauga",0.055,51
"08/29/2017, Geauga",0.045,42
"08/30/2017, Geauga",0.059,64
"08/31/2017, Geauga",0.036,33
"09/01/2017, Geauga",0.033,31
"09/02/2017, Geauga",0.031,29
"09/03/2017, Geauga",0.046,43
"09/04/2017, Geauga",0.053,49
"09/05/2017, Geauga",0.043,40
"09/06/2017, Geauga",0.035,32
"09/07/2017, Geauga",0.024,22
"09/08/2017, Geauga",0.036,33
"09/09/2017, Geauga",0.034,31
"09/10/2017, Geauga",0.029,27
"09/11/2017, Geauga",0.035,32
"09/12/2017, Geauga",0.044,41
"09/13/2017, Geauga",0.04,37
"09/14/2017, Geauga",0.026,24
"09/15/2017, Geauga",0.04,37
"09/16/2017, Geauga",0.046,43
"09/17/2017, Geauga",0.049,45
"09/18/2017, Geauga",0.052,48
"09/19/2017, Geauga",0.046,43
"09/20/2017, Geauga",0.053,49
"09/21/2017, Geauga",0.064,80
"09/22/2017, Geauga",0.051,47
"09/23/2017, Geauga",0.056,54
"09/24/2017, Geauga",0.06,67
"09/25/2017, Geauga",0.058,61
"09/26/2017, Geauga",0.07,100
"09/27/2017, Geauga",0.062,74
"09/28/2017, Geauga",0.042,39
"09/29/2017, Geauga",0.041,38
"09/30/2017, Geauga",0.037,34
"10/01/2017, Geauga",0.046,43
"10/02/2017, Geauga",0.051,47
"10/03/2017, Geauga",0.059,64
"10/04/2017, Geauga",0.045,42
